"","MH63_germfree2","MH63_germfree3","MH63_microbiota1","MH63_microbiota3"
"LOC107275570",6.42464522483611,6.41051679775056,8.23531443983073,7.63856927274802
"LOC107275575",3.29822181216716,3.51658209244995,3.47192644337593,3.56530827189985
"LOC107275576",9.67444392246806,9.67585569685956,9.59923447687355,9.60342610311851
"LOC107275586",6.26326042293393,6.00362219004078,6.18141842756488,6.30991027811914
"LOC107275590",4.93647446704432,5.28390960143913,6.41950079092234,6.32640853800502
"LOC107275591",4.49283098372088,4.34473140534516,4.43558596406848,4.45596163063701
"LOC107275592",5.62587015921151,5.75407572115323,6.02042455161803,6.06596990372924
"LOC107275596",8.66663239325367,8.41227011401356,9.60628670062636,9.61047593169255
"LOC107275604",4.24636297752432,4.31224267944874,9.19758442028577,9.22682221500466
"LOC107275605",2.56923262421837,2.45388848849255,2.38428019668669,2.42964937426674
"LOC107275612",10.1931344183358,10.0388949696249,10.9022641040216,11.040116908253
"LOC107275615",6.77077976898651,6.6591898815639,6.98482794372089,6.93778269742668
"LOC107275616",2.45481490279523,2.51185644042347,2.38922271958697,2.6309956414073
"LOC107275619",5.33561998224574,5.37096791788259,5.42108935246408,5.2893922331626
"LOC107275620",3.25382414776368,3.31516479947529,3.20270049262007,3.04271971609312
"LOC107275625",4.41368653679693,4.25737123655906,3.86543336523891,4.10856830590442
"LOC107275628",9.92573770184817,10.1144600556855,7.95379115160164,8.73076639855325
"LOC107275633",6.04250358910177,6.01384091932568,5.98622931597169,6.14872235760038
"LOC107275637",10.4591334023292,10.09448366325,12.0310345424538,12.1714910713933
"LOC107275645",2.6893234460028,2.58921693850733,2.90398373997809,2.85329936710441
"LOC107275646",8.35865721156079,8.48703212254854,8.64472083932601,8.59601647065976
"LOC107275647",3.11488960369554,3.11907709139495,3.73130062090979,3.66060213387282
"LOC107275650",4.06756514024348,4.27575675933315,4.38278120166519,4.21636389520188
"LOC107275653",7.19541107655171,7.33673117867528,6.30196129055895,6.48892666469168
"LOC107275654",5.15099961391391,4.68518234609571,5.13561416966584,5.42426373888669
"LOC107275656",2.75521521080161,2.78836127416832,3.06409853312125,2.95164500393366
"LOC107275658",12.6052727681347,12.2425354145055,9.40296909443045,8.79232465009583
"LOC107275662",5.84864660479106,6.03566470996982,7.55553169066533,6.84770792643871
"LOC107275668",2.22124791946695,2.22298286171438,2.58727431862932,2.3980386668797
"LOC107275670",3.00327826673459,3.03869432252309,3.29263325018657,3.55037332345483
"LOC107275673",8.73671664151193,8.15063077628545,9.52870775030471,9.61831257562629
"LOC107275675",5.51074032328647,5.44449590985363,5.20550758633047,4.9126803772799
"LOC107275676",6.90385050033217,7.08667574602783,5.844509923543,4.83853771591553
"LOC107275678",3.02678811881892,3.00986679398562,3.41637660745887,3.1394920999786
"LOC107275679",2.58981162015515,2.6473029893612,2.4580600806151,2.5907642045566
"LOC107275680",9.13552920402418,9.19762737021508,9.56276706256628,9.6691524391649
"LOC107275681",8.81128212896069,8.57031718842472,8.63761633109498,8.64231669137396
"LOC107275682",4.13201978775202,4.18061706086542,7.63472705507118,7.80549744456961
"LOC107275686",7.60185378380832,7.75849924838509,5.39789850529873,5.14186374710803
"LOC107275691",3.05697970508071,3.09219104750657,3.2729536059333,3.28912799678525
"LOC107275694",6.71363513874823,6.93183214797915,7.54063357066775,6.54071781277838
"LOC107275698",3.69603594710361,3.64261216112321,3.68765895240596,3.42774762415042
"LOC107275700",10.2916654807322,10.2715507167095,9.81824681458311,9.729688787174
"LOC107275706",4.83898102325865,4.90892450939788,6.30576991837685,6.10802470875179
"LOC107275709",3.08284122898325,3.11836647202397,3.54604452902852,3.51174707616046
"LOC107275710",4.11496956506169,4.18986185488698,4.19124685491284,4.93639983668071
"LOC107275712",3.15927707685595,2.93757200583903,3.28637970057617,2.9897839187965
"LOC107275716",5.74491791928475,5.65959922046826,5.55875613878027,5.39323124486818
"LOC107275722",6.38078095449336,5.95967703319047,4.39995955515717,4.11718479542324
"LOC107275726",8.53708850394208,8.49632347444035,8.11311287030537,8.29560512244083
"LOC107275728",4.76180364801797,4.83409529638761,4.80785732226793,4.55860307308951
"LOC107275730",5.03527881151284,5.13344959196141,7.90593004417503,7.69302713849269
"LOC107275733",4.50796815712918,4.47027146516339,5.74058933674331,6.13365363962987
"LOC107275737",8.30809991999385,8.01138403563733,9.24278929446058,8.55598895452455
"LOC107275739",7.57286396662623,7.81612868970668,8.05327297620809,7.83131806816496
"LOC107275740",2.84755974351183,2.85962450423773,2.84686482787618,2.97815675016422
"LOC107275744",5.50691141133995,5.04508788949056,5.42494813129672,5.46011786594906
"LOC107275747",4.75879007836392,4.67169942939077,4.7282132850014,4.34863527281131
"LOC107275752",10.799179276767,10.8600199133177,10.9590459761372,10.847398668176
"LOC107275757",10.5940360237715,10.5551832542059,10.602586609522,10.598117310007
"LOC107275761",8.70220852163694,8.6715194781587,8.33421218074787,8.28540569550793
"LOC107275763",6.05583544179173,5.96227371888121,6.18507836198006,6.19118110883835
"LOC107275769",8.33595801047186,8.47459424684578,6.45384047760839,6.39631290220203
"LOC107275770",3.08634508476044,3.24580881643628,2.7560852348946,2.74650462660697
"LOC107275772",2.32131314373484,2.32317709913682,2.68789158068183,2.53764096317747
"LOC107275773",6.00803545470364,5.80978376290605,7.09759336396345,7.01314000812956
"LOC107275775",2.93970480790695,2.76218997437645,2.52828134329298,2.54556872620238
"LOC107275776",5.92066521531522,5.39543182312952,5.92273483859636,5.67940893724303
"LOC107275779",7.63462071582662,7.74595003256148,7.5570080769337,7.50394398109921
"LOC107275781",7.50128963509915,7.40599360933069,6.85260372688243,6.43182751559356
"LOC107275783",4.29420333176291,4.58394833615163,4.12800696882205,3.90957750858479
"LOC107275786",5.21913363077116,5.36811606191687,5.31394448295992,5.21917394432336
"LOC107275790",7.98326264138726,7.90955863035092,7.37217611110895,6.91732492887708
"LOC107275791",5.6183234813746,5.9190204929014,5.49194058364008,5.81809671427856
"LOC107275792",6.82690142026077,6.86266909113325,7.46012901828836,7.44382746450191
"LOC107275798",5.89251505615017,5.76607963613565,6.32147243768142,6.36227763145872
"LOC107275801",2.62031085752124,2.62612601044157,2.81450837097095,2.8835473432632
"LOC107275802",4.06384237494486,4.08268864656031,5.06184029317558,5.07971364722002
"LOC107275807",2.85616143733169,2.82104036259072,4.07069146685155,2.8059739994878
"LOC107275808",3.58793922831956,3.63271748286004,3.507423706791,3.2926326380954
"LOC107275811",3.91295358825407,4.27586594038626,4.17924765467329,4.11212955199634
"LOC107275814",11.332387133356,11.2149943822922,11.3863788694232,11.0178853699989
"LOC107275816",9.5431528754847,9.5826034321485,9.19716475247385,8.7445615945735
"LOC107275818",2.97499982489105,3.03764929317048,2.68617503287657,2.64608971590895
"LOC107275819",7.76166078280593,7.7550607578628,7.3976340470276,7.08511260262663
"LOC107275826",4.09653831644034,4.01013492624443,4.95400846165158,5.32070188470672
"LOC107275827",4.04888698990014,4.02420141859971,4.35015807468247,4.43377600222696
"LOC107275828",2.96082201352417,2.81219272430778,3.08561885016309,3.19666682304495
"LOC107275831",7.09440133513933,6.97759813443572,6.28181318497161,6.33078738553476
"LOC107275835",5.12449923310785,4.9884823615167,5.51054745831194,5.28836124529408
"LOC107275836",5.07443238052835,5.0086497255603,5.1183077214949,4.99477236731494
"LOC107275837",3.70428506055075,3.74584445576316,3.85998101800701,4.09237285085287
"LOC107275839",2.43662399703034,2.43013498437671,2.29072770182912,2.27276298890085
"LOC107275843",3.5839074205175,3.33362629335655,3.32739832719932,3.14809370823243
"LOC107275844",3.52810471137664,3.52936050789797,3.59460395073425,3.36003954484377
"LOC107275846",5.14588817167669,5.05113245960857,6.28750057179829,5.99271858815773
"LOC107275849",3.73466478863597,3.94222604545395,4.22547865698906,4.04140162637163
"LOC107275853",3.90747188993653,3.79066910053843,4.75073241345592,4.64458071484411
"LOC107275854",4.68101307216787,4.69874307272605,5.00707068326424,4.69313362372481
"LOC107275856",7.10609684399233,6.81081123362228,7.41676601378534,5.27154297518769
"LOC107275857",5.4138346078649,5.05716904789099,4.92267256543899,4.59148025646671
"LOC107275865",8.89984780677488,8.86779617664256,8.66545890018568,8.39980862471673
"LOC107275867",4.05650355691477,4.0576377312355,4.54191083388102,4.13563184991398
"LOC107275868",7.89986558703759,7.89473011376331,8.16569718234435,8.04952745026208
"LOC107275869",7.61246432317538,7.46271938001548,5.66597266915163,6.07464229540075
"LOC107275870",7.48430298374316,7.43203988130932,7.75991123081739,7.71181057626709
"LOC107275871",3.46080368898528,3.33960997020927,3.64946371638604,3.4324185907655
"LOC107275876",4.83305912390559,4.93775243684488,4.84124214864195,4.86307923537447
"LOC107275877",8.93988501434666,9.15689126278174,4.5255703620782,4.39444767447322
"LOC107275879",5.89251774920992,5.70256751306604,5.75896824275198,5.60316974797755
"LOC107275881",3.84712395884675,4.11325482874037,3.42993175639724,3.39896332560003
"LOC107275886",7.73627374810553,7.50588240780314,7.80596361207587,8.19556491413982
"LOC107275888",5.87255628349267,6.15199447594817,4.75267004533199,4.56502700577599
"LOC107275890",7.09513258927086,6.58139592269015,8.83400206493568,8.32800178178549
"LOC107275892",8.21823421876808,7.9765162538187,7.78424380171605,7.56265710210511
"LOC107275895",5.84829000054203,5.85016540900317,5.84635681094143,5.55675776653837
"LOC107275896",7.58245451348275,7.56935787701093,7.38327434439989,7.45345945311433
"LOC107275898",8.73919007106194,9.01271398191873,8.1245194214901,7.5525897671423
"LOC107275899",4.85032399003436,4.87029561760244,5.00312321667236,5.28621227211499
"LOC107275907",2.51679046212365,2.40989677312656,2.20417223080919,2.1985075375159
"LOC107275908",6.71581281865263,6.97847782610254,7.47319470183459,7.4356260177717
"LOC107275910",4.97535098234326,4.75935076709705,4.76034339727816,4.61757279043402
"LOC107275911",3.66911927766415,3.78823191008298,3.51387594748398,3.4389898994972
"LOC107275918",4.46199252481795,4.11797350746202,5.65223789512167,5.75253996423641
"LOC107275923",4.85263951418358,4.68197535768157,4.40103878452235,4.44388549680828
"LOC107275925",4.23949147723102,4.37402603856263,4.08335086128144,3.84807015247488
"LOC107275926",2.70905032609652,2.72627657435839,2.62217710649273,2.47396328293386
"LOC107275928",4.17632323357964,4.2008134456384,3.49878154580712,3.63838576340755
"LOC107275930",4.35487903550129,4.31593665760385,4.56132492817451,4.85741641256651
"LOC107275931",3.73960256802324,3.67119173953668,3.93011328538482,3.7978583396641
"LOC107275932",5.76753011351633,5.59216777081829,5.33019188987547,5.47140963531363
"LOC107275933",6.02874781161025,6.03249538512798,6.22554072739071,6.16268872591495
"LOC107275934",4.31731238924817,4.14300199520084,5.57128858810165,5.01135495767923
"LOC107275935",10.9921492913877,10.879783711727,11.186813083896,11.1550785530649
"LOC107275937",4.08645706517765,4.04492362296514,3.96890232637025,3.84919185829068
"LOC107275938",6.08171092380321,6.42640286433991,4.59003141260016,4.4278001727578
"LOC107275940",6.39889920696363,6.35791840038437,7.13843892804059,6.66675871406822
"LOC107275944",6.45035921407446,6.35107951187098,5.86399190672413,5.75677420065469
"LOC107275946",3.95468354420693,3.659006242955,3.19317857613819,3.17758982854297
"LOC107275951",6.9826681577056,6.93192304699493,7.13080064898743,6.96389815073978
"LOC107275952",4.06907103287542,4.09404752991019,4.63757104418302,4.07387659794995
"LOC107275953",7.24621984914095,7.34265671026892,6.62230966153613,6.49203688986629
"LOC107275956",7.4340167522551,7.56469527834408,7.00263207824736,6.99916235442228
"LOC107275960",7.20195137282137,7.22093985287796,6.33677648106909,6.59271857172464
"LOC107275962",3.49037276030741,3.49737993745943,4.31665541985587,4.39799126320905
"LOC107275963",6.20265083782744,6.18715799286564,6.22002153600305,5.88165856543893
"LOC107275964",9.03227818594789,9.08568519546462,9.60963488895915,9.51959138235867
"LOC107275966",4.71720472184618,8.69854369940773,8.56218696445574,8.56765503855251
"LOC107275971",5.32998736306071,5.40766908241326,5.0674871322399,5.21722226542755
"LOC107275973",3.85322894135036,3.91796077684909,3.63583279382423,3.72578144237285
"LOC107275975",8.67645979557875,8.69486652538375,8.52311377307742,8.59625151025192
"LOC107275976",6.37862929616674,6.44169769750052,7.16830657346298,7.49412528699271
"LOC107275978",2.75604254775748,2.70427352540933,3.07154396564689,3.04538731986317
"LOC107275981",5.18194564776781,4.84396031103107,4.31828147569715,4.03545629568179
"LOC107275983",8.75273901831018,8.77417565428764,8.63969360289651,8.1640513186694
"LOC107275984",7.37173748090874,7.47309384547757,8.77601995054399,8.53659488955573
"LOC107275986",3.49053163011851,3.326050079205,3.82390044524357,3.59772469055083
"LOC107275987",6.4231111998886,6.08855131637671,6.29760894102165,6.78094842637646
"LOC107275990",6.75414739835904,7.01312795264418,6.96118500746937,6.71786680998007
"LOC107275991",5.3137479238826,5.27655012069507,6.46088799347869,6.36234960562716
"LOC107275996",3.81101512260835,3.5332079171496,3.57491388297272,4.08324314891498
"LOC107275997",3.98836546051127,4.21916343278172,3.3628891746751,3.34268966132111
"LOC107275998",5.96405387450842,5.75633611880818,6.05686308235704,5.70439325625265
"LOC107275999",2.49248710876574,2.59936241407397,2.66046931326966,2.72571263564329
"LOC107276004",4.04745675299336,4.0431048347747,3.66976596611033,3.98580946181432
"LOC107276005",5.09124398860558,5.09617477006038,5.60290014393282,5.61164910561106
"LOC107276010",4.79201715240242,4.82384513014297,4.33211842042648,4.24422653485395
"LOC107276011",6.58222366575944,6.54126533131876,6.38292419791402,6.43153710887406
"LOC107276013",3.00127001869529,3.00491374577959,3.50734250937935,3.53464613232636
"LOC107276020",4.19886611354947,4.19148320152031,4.5138182117046,3.79190008563718
"LOC107276022",7.86053137271921,8.22298607379831,9.01911589164872,9.42150888387018
"LOC107276023",8.01323003144928,7.98785281949831,7.55815456312172,7.53269310426457
"LOC107276024",6.55407700571572,6.6768616874734,6.82616668140669,6.96063683459127
"LOC107276030",5.72471481305298,6.0108255919456,5.76537771439273,6.19410200474698
"LOC107276034",8.41423554428818,8.48083550448902,8.23921941535658,8.40024607126395
"LOC107276035",3.17693203700445,3.17292600432143,3.09220624487673,3.20583294309691
"LOC107276036",5.80552844384356,5.49738422445478,5.24716792360967,4.94280451587699
"LOC107276037",5.66351756198234,5.52373292894692,5.26872384001306,5.4183671950823
"LOC107276038",6.90150578973223,7.15272707235697,5.86057107666948,5.87986865325088
"LOC107276041",9.78979272985334,9.85307497051499,10.2791084925187,10.5378937432037
"LOC107276042",5.84713116784344,5.89513634984043,5.86480311378708,5.83534225697955
"LOC107276043",4.51267465406511,5.1147683810744,5.7708840685763,5.40815634561752
"LOC107276048",9.45111238899229,9.08940460263248,10.1078976384809,9.98675711317735
"LOC107276049",5.38212037843319,4.86962410499973,4.88888595987446,4.87469649851833
"LOC107276051",4.65501058976869,4.70894794577729,5.02270861655556,4.86715622383935
"LOC107276052",6.23261755588121,6.10068569699705,5.80886092494579,5.90988595079846
"LOC107276053",4.01788424290151,3.76205902205561,3.82925930736738,3.75275754890638
"LOC107276055",3.24816839971286,3.20721404413706,3.10465975076642,3.14575486386464
"LOC107276056",6.00652849120182,6.21869123096682,7.71097738925697,7.10283381047957
"LOC107276058",5.01920285017943,4.85281104601045,5.44978136323284,5.59537958340946
"LOC107276061",4.98745946187249,4.96435026392115,4.83108236495733,5.2470546483986
"LOC107276062",7.74260486300316,8.17078278419288,8.13248002245554,7.84213945978294
"LOC107276066",8.62135362824721,8.51742847926891,8.62151247938139,8.77097460875514
"LOC107276068",9.34406244466845,8.81298036024648,9.31290531973227,9.28179576550664
"LOC107276073",7.84233450116523,7.65886046628051,7.89287552333166,7.87066406526501
"LOC107276074",3.68573962047604,3.6976058372969,4.59445061294297,5.24668198479532
"LOC107276075",4.13713837684232,4.26654686829531,4.39510602520261,4.40181544709276
"LOC107276077",4.7984087144406,5.05058131276477,5.2204632572297,5.08119769348093
"LOC107276079",3.24799634644732,3.25584104634014,2.84591857270748,2.88634976752213
"LOC107276080",10.8439320638048,10.4616731440112,8.41987823461082,8.93180074623769
"LOC107276082",6.49195653450528,6.52439738288323,6.92322702928452,6.94190534094988
"LOC107276084",7.07744253373485,6.70427036566253,6.79950906585534,6.63449298990005
"LOC107276086",3.47509948970027,3.04218128922834,2.9964430954611,2.98978410949867
"LOC107276087",8.36442586806276,8.42554302693427,8.67092278218295,8.75895711126379
"LOC107276095",6.26958773333164,6.60676553196492,8.32392773543666,8.29855183576166
"LOC107276097",6.5214265936686,6.66800171223291,6.61969069075787,6.64871058398838
"LOC107276103",4.79787823382685,4.73572735412165,5.00402634686537,5.26266610946207
"LOC107276106",2.7134666841748,2.83606110241482,2.66800403634429,2.51793636484214
"LOC107276107",9.23614801706356,9.31663364334141,8.68983471475219,8.54793402437055
"LOC107276108",3.72510163494024,3.94452074169989,3.61570757236845,3.88635904184197
"LOC107276109",6.08025161128201,5.33822331152172,9.24673929558706,9.87911947064314
"LOC107276110",5.98883780094165,5.55823982854933,8.77421106697973,8.64903921681202
"LOC107276114",10.3881609482701,10.3662402833365,10.8354808978051,10.5874833557243
"LOC107276115",2.25411925376397,2.25582888931659,2.54929883107136,2.50389918270439
"LOC107276116",3.89284671328491,3.98250800865581,5.06176609957614,5.04979715079673
"LOC107276118",5.85802673237324,5.74182160661106,5.17421466282958,4.66222419461041
"LOC107276122",5.86226266189388,6.08944077607594,5.92837507973028,6.17387474331881
"LOC107276125",5.45333998888375,5.38204134376397,5.18441924814745,4.91283794014786
"LOC107276126",7.75381849253607,7.75864181768577,7.5131090079565,7.44905297877854
"LOC107276130",4.87085870342921,5.18909794751562,4.25819274788804,4.35392965168245
"LOC107276131",8.75043443897475,8.693536089506,6.47292755719954,5.12334798772301
"LOC107276133",2.84256574222456,2.8489857716058,3.19887801758727,3.07889820075222
"LOC107276134",4.45228360749205,4.66515853260965,4.28718108696207,4.46702226070549
"LOC107276136",3.63757566253521,3.55196975805114,3.93980649944774,3.94435411477434
"LOC107276137",5.58905634968182,5.7829694052527,5.72728256112767,5.4295290575397
"LOC107276141",7.92630736448435,8.15191816202645,8.16897896880335,7.52126524917668
"LOC107276144",8.97640365283802,8.97959213687443,8.80931155079865,8.876367033689
"LOC107276146",2.68675923761852,2.66136895553469,2.9412595644163,3.10190684566681
"LOC107276147",2.57780601825094,2.49349220583165,2.2643573404692,2.25840813234705
"LOC107276149",3.11042876846534,3.17354772131705,2.8016942854931,2.78576925360271
"LOC107276153",7.96767030412044,8.24571284056338,8.38182995564921,8.1916077150875
"LOC107276154",2.45175077042017,2.35705818907664,2.39033502270622,2.67506501786244
"LOC107276155",6.19471215725867,6.52193157323567,6.79910901881632,6.79878992856551
"LOC107276158",7.94895471621341,7.9311353118311,8.76217817291377,9.04700468424793
"LOC107276159",4.67225384002299,4.25126059591813,4.6021773947041,4.58421801960538
"LOC107276160",8.95175783887824,8.90966045543634,5.93688570504812,5.1016055276833
"LOC107276164",5.48404753663625,5.62436726051526,5.80204149988556,5.77590031001159
"LOC107276166",5.88323771518426,5.88908696470542,5.06202112062666,5.06113681577796
"LOC107276168",3.23858217238639,3.05733090588612,3.620449862574,3.33850470657493
"LOC107276170",3.05501191758598,3.01562935869649,2.80697598536719,2.85195268801843
"LOC107276173",9.06997568333991,8.84892201903011,9.5753719271531,8.86925329687711
"LOC107276184",6.32692275176205,6.12311250340665,7.61728482979878,7.57811495248694
"LOC107276188",2.85876431290355,2.89308265619152,2.95410834543263,2.97650581248613
"LOC107276190",6.14388174554696,6.31282227622394,7.36879254977713,7.19875779232528
"LOC107276192",2.54410091597002,2.69840599230523,2.68749634481947,2.77736500163002
"LOC107276195",6.16782710851248,5.76411964911293,8.20109587385469,7.43137252616537
"LOC107276200",5.26975895342419,5.03007214700099,4.61445485570045,4.5286426275511
"LOC107276203",2.87430195330586,2.97579181529697,2.88052106233118,2.72687482881625
"LOC107276205",3.08634508476044,3.24580881643628,2.7560852348946,2.74650462660697
"LOC107276206",5.2640033519219,5.36740489363754,5.10078102892183,4.77647667908029
"LOC107276208",5.84833619909487,5.97998038371942,5.99386980399973,5.81704062540063
"LOC107276211",2.81293131350188,2.73444393104979,2.45696068502375,2.44988356130259
"LOC107276212",6.94548023949804,6.88610154313928,6.72785160458289,6.50172688079838
"LOC107276216",2.71466485730821,2.59906295071569,2.8117739459475,2.81160698310166
"LOC107276217",8.39303531702971,8.48366624651989,4.85421454741196,5.30921781847898
"LOC107276221",4.94808502969372,5.27872896733834,3.98280267857456,3.95963463412711
"LOC107276227",5.22094965304995,5.42482794621865,5.36547268080425,5.66927351135056
"LOC107276232",6.82935098563223,6.45896159923313,7.74798121335826,7.41267979077946
"LOC107276239",5.88324323023059,5.90510342323677,5.27654306214377,5.35334811253971
"LOC107276241",3.88866414018172,3.93291716551937,4.15815567790594,3.91217932463767
"LOC107276243",4.37611812426016,4.1272658363525,5.39881137255288,6.10525125417678
"LOC107276245",6.4098753809606,6.21961622486982,6.85133009695774,6.63655431072792
"LOC107276247",9.31138354821286,9.30986696158903,10.9583526091005,10.3102892441196
"LOC107276252",2.25376107736269,2.16230681798701,2.22155303658108,2.37134752459284
"LOC107276255",2.73562313268761,2.77041940122252,2.78416700908701,2.73871962224738
"LOC107276258",7.32099388705653,7.31742529519825,6.6636293625151,6.36354136083277
"LOC107276262",3.844019625678,3.70489133450864,4.01692275546245,3.99559253811578
"LOC107276264",4.57475467511835,4.78354709227918,4.68149432805328,4.728378603293
"LOC107276266",3.8338234675275,3.60995204800244,3.18141572348932,3.2459606880838
"LOC107276269",8.54835936897621,8.55887363492885,8.03289307022898,7.89903362815755
"LOC107276270",3.45448467968694,3.36013801931662,3.53866720448809,3.49816249398515
