"","kit_germfree1","kit_germfree3","kit_germfree4","kit_microbiota1","kit_microbiota2","kit_microbiota3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC4341792",2758.03138263046,2278.29414093637,2165.57823366326,5824.00053943079,4821.22665205566,4957.16412051652,3800.71584487218,1.11583678482459,0.119691725424282,9.32258918374837,1.13535239570751e-20,1.70954233648544e-19
"LOC107278404",2627.36920445207,2700.55896047264,2556.99905389317,6168.45654358017,6584.19424447825,4739.78113663319,4229.55985725158,1.14997580817741,0.123593711414664,9.30448479145655,1.3464351300993e-20,2.02363230637091e-19
"LOC4331843",4516.67367270725,3228.08750293056,3337.28794987321,9187.73850173874,8288.39625048675,10957.5585416789,6585.95706990256,1.35950616539903,0.146381935074561,9.28739031019474,1.58117512014156e-20,2.36830129959978e-19
"LOC4329698",596.808327355376,688.448946464575,729.23400638484,1394.18086595659,1372.01320502888,1312.61878306585,1015.55068904268,1.01571638010709,0.109405264091192,9.28398088103393,1.63262037191631e-20,2.44322489501737e-19
"LOC4338176",1124.16558703034,1093.77477610541,1253.39753956227,2211.06116629968,2180.04001822256,2588.83371715602,1741.87880072938,1.00587876293391,0.108398946035265,9.27941460433261,1.70412242305659e-20,2.54866544742434e-19
"LOC4340729",1710.37968372261,1399.88652207296,1209.14996857976,3084.70935559476,3804.25553161189,3634.14423774333,2473.75421655422,1.28597668688389,0.138599630498975,9.27835580985477,1.72113903627204e-20,2.57096460203966e-19
"LOC4331427",540.305763818772,592.86464634032,627.975142021017,1269.09907674033,1169.59840738036,1459.27428893929,943.186220873348,1.14373873891455,0.123671583146509,9.24819356084095,2.28318591496785e-20,3.38360666742776e-19
"LOC9267462",1140.64550139519,1046.58758996812,1121.50574144133,2405.41902338955,2335.11587125973,3264.90519813289,1885.6964875978,1.27399474120344,0.137811499008323,9.24447343197751,2.36401816134374e-20,3.49914828878581e-19
"LOC107281237",21.1884613262264,21.7787012941342,22.9747003178421,135.665632919171,187.723401044998,142.495065990508,88.6376604821466,2.81927075412698,0.304992793931817,9.24372906579965,2.38052849251326e-20,3.52145087547052e-19
"LOC4325861",759.253197523111,562.616450098467,522.461703524261,1662.62562896686,1531.17000156703,2036.53532269646,1179.1103840627,1.50520289544836,0.162856583076904,9.24250568819541,2.40791147960991e-20,3.55764548391759e-19
"LOC4332294",289.575638125093,342.409581457776,222.939684565727,1079.55205769723,755.790736381165,1008.90667161163,616.52906163977,1.73839463849968,0.188351950229205,9.22950166634448,2.71893892511519e-20,4.00264543330588e-19
"LOC107276463",366.089526247578,326.680519412013,306.329337571228,708.155360485885,808.026813193687,868.491825562587,563.962230412163,1.25750088195585,0.136288220297134,9.22677601346808,2.78900027751988e-20,4.10331035405096e-19
"LOC4337098",211.884613262264,139.141702712524,165.077476357828,622.522443253216,660.296658458275,483.651136391142,380.429005072541,1.77691779598515,0.192758263056475,9.21837418437697,3.01638910068141e-20,4.42984507637978e-19
"LOC4330345",678.030762439243,821.541009928729,858.573060026025,1585.65222021839,1695.22393030635,1872.19794732055,1251.86982170655,1.12595366675383,0.122324307804251,9.20466003008682,3.42754492584071e-20,5.01555854615828e-19
"LOC4331255",1830.44763123789,1748.34574277911,1860.95072574521,3454.1817175874,3385.55072841153,4317.49648851533,2766.16217237941,1.0357188051914,0.112572657614116,9.20044731236339,3.56462748048228e-20,5.20678800380679e-19
"LOC4344327",255.438672655062,212.947301542645,248.467129363329,569.603224738646,830.063908098969,747.839068957486,477.393217559356,1.58212769360135,0.171988440598001,9.19903505200883,3.61178483872228e-20,5.2725146138477e-19
"LOC107276386",256.615809395408,204.477806594927,198.263154594711,804.372121421467,586.839675440667,619.905542557248,445.079018334071,1.61123278895123,0.175221792939269,9.19539037880794,3.736354191381e-20,5.44459302108821e-19
"LOC4350614",5360.68071553527,4406.55722851315,5564.13205105072,11468.075735912,10061.9742960119,13640.0021562009,8416.903697204,1.19749250085019,0.130407598161198,9.18268964182561,4.20455772972296e-20,6.11225998017141e-19
"LOC4339877",110.650853592515,140.351630562198,90.1969716181949,419.505077679138,614.590091247319,408.76321849832,297.342973866281,2.08974265092743,0.227723151972287,9.17668068805641,4.44584218862901e-20,6.45917357976528e-19
"LOC4337607",802.80725691591,819.12115422938,941.962713031526,1780.97224491763,1741.7466862175,2209.19357783825,1382.63393885837,1.15846844892544,0.126711372096774,9.142576784984,6.09816442353726e-20,8.79173049318945e-19
"LOC4347963",7179.3569793697,7073.23820919491,5457.76769772738,14673.0560426763,17282.7957266427,13337.3301547174,10833.9241350547,1.20075529506102,0.131538183170008,9.12856834512517,6.94110931489832e-20,9.95408908096581e-19
"LOC4327146",555.608541443269,550.517171601725,660.309905431314,1201.74734408542,1173.67935088133,1219.00888569982,893.478533190481,1.0210882633563,0.111872017106598,9.12728928793111,7.02358447169034e-20,1.00664503690557e-18
"LOC4327393",354.318158844118,332.730158660383,331.005867542244,771.658422703369,791.703039189774,675.031371006131,542.74116965767,1.13856433385414,0.12485201466243,9.11931086520753,7.56035313260033e-20,1.08167115627496e-18
"LOC4343546",428.477773485911,433.154170183336,342.067760287871,898.664547138337,994.934025538489,1167.00338716314,710.716943966181,1.34959368580943,0.148000865799552,9.11882291038266,7.59446646955528e-20,1.08591527585768e-18
"LOC4327593",200.113245858804,171.809754653725,190.604921155431,636.954957393554,546.030240430885,457.648387122801,367.193584435867,1.54391724598974,0.169494363588766,9.1089592202349,8.3176032091396e-20,1.18584146687313e-18
"LOC9269685",313.118372932012,308.531601666901,345.471419594218,659.084812408738,720.694622272753,725.996759572079,512.14959807445,1.11948945386485,0.122943104432667,9.10575228298359,8.56706295991524e-20,1.22069394469125e-18
"LOC4342463",289.575638125093,304.901818117879,267.187255548238,674.479494158431,837.40960640073,656.309391532925,504.977200647216,1.33525273369769,0.146675895533222,9.10342308696016,8.75286721286911e-20,1.24571418619072e-18
"LOC107278754",311.941236191666,313.371313065598,342.918675114458,656.19830958067,722.326999673144,758.240168664822,517.499450381726,1.13917872389943,0.125481015170161,9.07849464203513,1.10086821099527e-19,1.55858418178496e-18
"LOC4339083",805.161530396601,704.178008510339,612.658675142456,1546.2033482348,1436.49211234433,1599.68913498833,1117.39713493614,1.1129645810317,0.122753796584543,9.0666408045895,1.22742745433622e-19,1.72973725781977e-18
"LOC4352768",1642.10575278254,1670.91036039996,1438.0460569316,3528.2686235078,3832.82213611874,2896.70626849318,2501.47653303897,1.11167050891263,0.122656115002441,9.06331093961767,1.26549647667683e-19,1.78132860454026e-18
"LOC4337921",67.0967941997168,45.9772582876166,37.4402523698168,289.612450416102,217.922382952237,360.918159844572,169.827883011677,2.53891103213841,0.280430911655486,9.05360617041216,1.38323016743611e-19,1.94368923009675e-18
"LOC4329156",3436.06214506971,3033.28911913302,3210.50164071179,6871.80106601928,7934.98654330204,11172.8613056207,5943.25030330943,1.42421320780532,0.157331098073588,9.05233119989527,1.39948081803206e-19,1.96539285423053e-18
"LOC4350061",164.799143648427,120.992784967412,135.295457427292,397.375222663954,387.68963259293,422.284648117857,271.406148236312,1.52022720717289,0.168271915305904,9.03434898455423,1.64981500768393e-19,2.30766101475927e-18
"LOC4336716",399.049354977263,389.596767595067,364.191545779127,1101.68191271242,1400.57980953572,870.572045504055,754.278572683942,1.55089721858663,0.171848007094722,9.02481934359465,1.79992106308289e-19,2.51186239609647e-18
"LOC4336915",261.324356356792,300.062106719182,285.907381733146,608.089929112879,609.692959046145,663.590161328061,454.777815716034,1.14993514385723,0.127605655920036,9.01163146387364,2.03013543889931e-19,2.8282845772063e-18
"LOC107279139",1334.87306355226,1224.44698387021,1658.43299701756,3863.10295156362,3539.8103927485,5884.94221441092,2917.60143386051,1.65443750043906,0.183639384056948,9.00916493994564,2.07631409513569e-19,2.89096830770519e-18
"LOC4332877",54.1482900559118,64.1261760327285,86.7933123118479,251.125746041869,426.050501502126,381.720359259245,210.660730867288,2.35761121030029,0.261899412563012,9.00197212062499,2.21698863781771e-19,3.07980982765251e-18
"LOC4350215",820.464308021098,929.224588549725,890.907823436321,2394.83517968664,2119.64205440808,1690.17870244216,1474.20877609067,1.23271546119779,0.136991314727726,8.99849354426478,2.28835976098213e-19,3.17534309528435e-18
"LOC4338191",158.913459946698,154.870764758288,155.717413265374,398.33739027331,386.873443892735,389.00112905438,273.952266865131,1.32261593928179,0.146987690939716,8.99814080230861,2.29572264246242e-19,3.18194197939937e-18
"LOC4338750",6909.79266583048,4774.37529481408,5683.26012677287,11943.3865349338,14167.403457996,14612.5049788369,9681.78717653068,1.22947288912972,0.136744260704985,8.9910383279794,2.44905622893484e-19,3.38677418899952e-18
"LOC4326501",2453.15296688087,1478.53183230178,1541.00675094859,11536.3896361763,9802.42628934967,14742.5187251786,6925.67103347263,2.72107980270925,0.303294901532376,8.9717294585606,2.91894635174224e-19,4.01610160954479e-18
"LOC4339629",495.574567685627,456.142799327144,437.370220865587,1100.71974510306,1058.59674415375,888.253915006527,739.442998690282,1.13573043119859,0.126997467323831,8.94293764380817,3.78959589254464e-19,5.18477895432901e-18
"LOC107276273",0,0,0,261.709589744783,293.827932070431,552.298394459562,184.639319379129,10.8775048017202,1.21675212811237,8.9397869544681,3.89921365780149e-19,5.33176509577696e-18
"LOC107278089",442.603414370062,228.676363588409,344.620504767631,1058.3843702914,1171.23078478075,1309.49845315365,759.168981825317,1.79973239708435,0.201455128353881,8.93366384757851,4.12128258033243e-19,5.62282086197619e-18
"LOC9268872",124.776494476666,130.672207764805,153.164668785614,363.699356336501,382.792500391757,373.399479493376,254.750784541453,1.447782945607,0.162212063402894,8.92524831529377,4.44700445292959e-19,6.06044023936937e-18
"LOC107276656",25.89700828761,20.5687734444601,18.7201261849084,139.514303356594,128.957814630912,143.535175961242,79.5322003109544,2.67118318117771,0.299457148583303,8.92008487296017,4.65931003132353e-19,6.34622986855719e-18
"LOC4330303",94.1709392276727,77.4353823791438,79.985993699154,304.04496455644,250.569930960062,328.674750751829,189.146993595717,1.81200251461701,0.203145179004088,8.9197416522523,4.67377193585055e-19,6.3623773234936e-18
"LOC4336283",173.039100830849,206.897662294275,131.891798120945,518.608341442788,710.084169170209,950.660513250545,448.530264184935,2.09517611007529,0.235191495326673,8.9083838136458,5.17818627460532e-19,7.02162058836481e-18
"LOC4342461",89.462392266289,88.3247330262109,62.1167823408323,279.990774322544,284.849856368279,275.629142244414,180.062280094762,1.82269039676167,0.204713513411109,8.90361543012215,5.40565035580078e-19,7.32192640867844e-18
"LOC4340203",1064.1316132727,1143.38181794205,1278.07406953329,2360.19714574983,2254.31318994037,2880.06450896144,1830.02705756661,1.10275882169743,0.123936832316274,8.89774896685517,5.69907408035628e-19,7.71508597633589e-18
"LOC4347989",1200.67947515283,942.533794896141,676.477287136462,6001.03937955226,5696.99712736559,9118.6441134218,3939.39519625418,2.88469959669177,0.324453577971283,8.8909470955105,6.05902234262117e-19,8.18420682560583e-18
"LOC107275452",9.41709392276727,10.8893506470671,9.36006309245419,160.681990762422,85.6998135205425,146.655505873443,70.450636303116,3.73080248498035,0.420130807946595,8.8800973754217,6.68018582943794e-19,8.99834303117667e-18
"LOC4331016",1323.1016961488,1225.65691171989,1301.04876985113,2312.08876528204,2484.47840339554,2978.87495618114,1937.54158376309,1.01354937542367,0.114414356303497,8.85858565454071,8.10359616526192e-19,1.08320139759974e-17
"LOC4350407",540.305763818772,650.941183124677,478.21413254175,1190.20133277315,1527.90524676624,1378.14571122207,960.952228374444,1.29811541335534,0.146561148952915,8.85715909454541,8.20793529211036e-19,1.09594794644327e-17
"LOC4342105",5763.26148073357,4469.47347669621,4080.98750831003,11418.0430202255,9705.29983402639,10794.2612762737,7705.22109937757,1.15726880378732,0.131026272340741,8.83234166028765,1.02506772267992e-18,1.36051402801368e-17
"LOC4335103",80.0452983435218,58.0765367843578,64.6695268205926,304.04496455644,221.187137753019,295.391231688353,170.569115991047,2.016497737345,0.228513853983184,8.82440036871195,1.10047856258375e-18,1.45585261547665e-17
"LOC4345707",360.203842545848,376.287561248652,366.744290258887,829.388479264718,762.320245982731,707.274780098874,567.036533233285,1.05977918675499,0.120458650538287,8.79786700265372,1.39441158008773e-18,1.8308121488317e-17
"LOC4332433",4031.69333568474,4792.5242125592,5332.68321821913,9834.31513522585,8785.4551689059,10532.1535636488,7218.1374390406,1.04156358140782,0.118423552764989,8.79524011135519,1.42742407662227e-18,1.87113678099873e-17
"LOC4327901",230.718801107798,241.985569934824,176.139369103456,581.149236050916,804.762058392904,602.223673054776,439.496451274112,1.62225017326655,0.184916472926218,8.77288079096033,1.74152379043659e-18,2.27067909599232e-17
"LOC4349847",202.467519339496,211.737373692971,187.201261849084,525.343514708278,442.374275506038,516.934655454618,347.676433425081,1.30568234324392,0.148851843999519,8.77169075075843,1.76003234566449e-18,2.2911397062922e-17
"LOC4337328",347.255338402043,362.978354902237,338.664100981524,697.571516782971,788.438284388991,698.953900333005,538.976915965128,1.06118301900828,0.121254603864567,8.75169259712024,2.10176269984593e-18,2.72436664778754e-17
"LOC4350696",195.404698897421,179.06932175177,133.593627774119,505.137994911806,507.66937152169,711.435219981808,372.051705806436,1.76826867478313,0.202171473175474,8.74638071835372,2.20304923747343e-18,2.85111483500803e-17
"LOC112938814",1.17713674034591,1.20992784967412,0,348.304674586807,298.725064271605,684.392360742734,222.301527365194,9.29476049745451,1.06388953937508,8.73658415977484,2.40264924703719e-18,3.10284988474517e-17
"LOC4332998",319.004056633741,352.089004255169,282.503722426799,699.495852001682,671.723300261014,725.996759572079,508.468782525081,1.14113621484458,0.130668790621964,8.73304336416478,2.47909989265066e-18,3.19988737069367e-17
"LOC4352612",213.061750002609,173.019682503399,108.066182976517,566.716721910579,653.76714885671,610.544552820645,387.529339845077,1.89924349134288,0.217656532030928,8.72587408069615,2.64132457359011e-18,3.40387804605002e-17
"LOC107275470",0,0,0,217.449879714416,279.13653546691,334.915410576231,138.583637626259,10.4642624876245,1.20242397858662,8.70263956306377,3.24252499028751e-18,4.1566990526753e-17
"LOC9271292",785.150205810721,607.383780536409,759.866940141963,1457.68392817407,1711.54770431026,1491.51769803204,1135.52504283424,1.1137755887438,0.128468825216296,8.6696176046492,4.3357401511631e-18,5.50035060340899e-17
"LOC9271548",12.948504143805,3.62978354902236,6.80731861269395,380.056205695549,244.856610058693,729.11708948428,229.569251924007,5.85919884253847,0.677041956732166,8.65411483627792,4.96751742644048e-18,6.28875338924063e-17
"LOC4323952",1992.89250140562,1575.32606027571,1682.25861216199,4004.54159013893,3193.74638386555,3835.92557206566,2714.11511998558,1.07142405056141,0.123906281731942,8.64705191363352,5.28469327725485e-18,6.67643858753811e-17
"LOC4330344",774.555975147608,896.556536608524,642.440694072992,1996.49778941333,3033.77339862721,1925.24355582796,1544.84465828294,1.59005233421086,0.184373257449392,8.62409416749232,6.46019462028387e-18,8.13624511310056e-17
"LOC4330341",435.540593927986,355.718787804192,457.792176703668,991.994805245852,852.917191704447,946.50007336761,673.410604792293,1.15643126595308,0.134311661972314,8.61005849359126,7.30233061737303e-18,9.1779240838744e-17
"LOC4336351",163.622006908081,129.462279915131,188.05217667567,438.748429866255,551.743561332255,453.487947239866,320.85273365621,1.57958743931835,0.183818762818566,8.59317849330453,8.45959689150846e-18,1.05833849783669e-16
"LOC4344227",1386.66708012748,1404.72623347166,1104.48744490959,2452.56523624799,2948.07358510666,2681.40350455132,1996.32051406912,1.05474117148892,0.122759615245176,8.59192307977163,8.55256398722427e-18,1.06942101332054e-16
"LOC4327533",916.989520729463,488.810851268345,563.305615200425,2110.03356731732,1966.1985787713,2664.76174501958,1451.68331305107,1.77607724079814,0.20747914893524,8.56026858560375,1.12604879745525e-17,1.39586587345291e-16
"LOC4342462",65.9196574593709,78.6453102288179,52.7567192483782,228.995891026686,262.812761462997,232.984633444335,153.685828811764,1.89123071843909,0.220937521770332,8.56002503913778,1.12843010839928e-17,1.39810772009186e-16
"LOC4329278",1171.25105664418,1024.80888867398,1277.2231547067,2246.66136784584,2172.6943199208,2620.03701627803,1752.11263401159,1.01724659022929,0.118993192383051,8.54877972308431,1.24396668349377e-17,1.53891225599168e-16
"LOC4344463",480.271790061131,447.673304379425,480.766877021511,922.718737372233,1287.94576890872,1072.35337982638,781.954976261567,1.22088644078068,0.142958431533177,8.54014994209941,1.3404777953005e-17,1.65327852590675e-16
"LOC107280737",44.7311961331445,45.9772582876166,22.1237854912554,177.038840121471,252.202308360454,229.864303532134,128.656281987679,2.57184540636546,0.301408303631296,8.53276228750329,1.4289410682434e-17,1.75971713388925e-16
"LOC4352782",134.193588399434,96.7942279739297,131.891798120945,340.607333711961,400.748651796061,349.476950166502,242.285425028139,1.58378459361493,0.1857775997797,8.52516447350502,1.52592838216272e-17,1.87442677160683e-16
"LOC4350431",709.813454428583,732.006349052844,605.000441703175,1823.30761972928,2368.57960796776,1443.67263937829,1280.39668537665,1.46315188920862,0.171711413268233,8.52099380792471,1.58189994567887e-17,1.94122744465208e-16
"LOC9272028",190.696151936037,202.057950895578,198.263154594711,498.402821646315,439.109520705256,441.006627591062,328.256037894827,1.22136248419943,0.143387933531691,8.51788887751488,1.62487994555426e-17,1.99196733857801e-16
"LOC4345399",659.196574593709,625.532698281521,673.073627830115,1348.95898831686,1439.75686714511,1147.2412977192,982.29334231442,1.00757424470024,0.118309840135217,8.51640272312662,1.64585780052621e-17,2.0156596686023e-16
"LOC9266508",411.997859121068,480.341356320626,442.475709825107,840.934490576988,969.632175832424,1042.1901906751,697.928630391886,1.09588620210355,0.12870904094958,8.51444618045792,1.67388341259065e-17,2.04792713456204e-16
"LOC4342006",393.163671275533,326.680519412013,415.246435374331,898.664547138337,777.827831286448,831.047866616177,607.105145183806,1.13960957072895,0.133898591976038,8.5109899507598,1.72454584607238e-17,2.10885345746165e-16
"LOC4324764",198.936109118459,176.649466052422,161.673817051481,420.467245288494,456.249483409364,430.605527883726,307.430274800658,1.28827747076509,0.151389418827298,8.50969295439813,1.74394550558473e-17,2.13150835755193e-16
"LOC4325198",1323.1016961488,1140.9619622427,1545.26132508153,2561.2901761052,2939.09550940451,3083.92606322524,2098.93945536799,1.09666398874892,0.128921812537627,8.50642701310798,1.79375435311501e-17,2.1912891016432e-16
"LOC4352102",991.149135371255,891.716825209828,891.758738262908,1866.60516215029,2237.17322723626,1691.21881241289,1428.27031677391,1.0637407824092,0.125061793369631,8.50572148174164,1.8046973873166e-17,2.20245269148118e-16
"LOC4345424",169.507690609811,127.042424215783,148.91009465268,480.121637068555,538.684542129124,371.319259551909,305.93094137131,1.64291203003238,0.193999281535535,8.46865007451816,2.48253236439868e-17,3.00265857037875e-16
"LOC9272603",175.39337431154,140.351630562198,142.953690866573,371.396697211347,404.013406596843,410.843438439787,274.158706331381,1.37370485167877,0.16229058605518,8.46447649903549,2.57305796421735e-17,3.10753086544369e-16
"LOC4332031",655.665164372671,568.666089346837,578.622082078986,1120.92526489953,1385.8884129322,1510.23967750524,970.001115189245,1.15625010043905,0.136636576978692,8.46222970456416,2.62313195574287e-17,3.16643940532997e-16
"LOC107276332",87.1081187855972,83.4850216275144,107.21526814993,281.915109541256,369.733481188626,286.03024195175,202.581206874112,1.74866196774356,0.206965632420761,8.44904512546575,2.93694946617376e-17,3.52780819736068e-16
"LOC107279713",238.958758290219,182.699105300792,205.070473207405,537.851693629904,482.367521815625,617.825322615781,377.462145809955,1.38494962088689,0.164150689473539,8.43706246576648,3.25412570085181e-17,3.90495084102217e-16
"LOC4348585",1917.55575002348,1668.49050470061,1504.41741340536,3073.16334428249,3445.948692226,3815.12337265098,2570.78317954816,1.02241781534017,0.12125766298199,8.43177899191437,3.4044949756003e-17,4.08338640611558e-16
"LOC4335018",34.1369654700313,26.6184126928307,18.7201261849084,150.098147059508,151.81109823639,242.345623180938,103.955062137434,2.79273433479004,0.331344784372011,8.42848436586389,3.50170944158016e-17,4.19792357809865e-16
"LOC9269462",521.471575973237,245.615353483847,339.515015808111,3150.13675303096,2324.50541815719,3581.09862923591,1693.72379094821,3.03282135865301,0.36114283733627,8.39784441253936,4.54749179228493e-17,5.43029254726471e-16
"LOC112937603",803.984393656256,613.43341978478,736.041324997534,1614.51724849907,1637.27453259246,1364.62428160253,1128.31253352211,1.09991175013978,0.131184842274086,8.38444237209754,5.09667818212546e-17,6.05351440726609e-16
"LOC4341554",2349.56493373043,2129.47301542645,2256.62612010805,5603.6641568883,4319.27060143534,4091.79262486613,3458.39857540912,1.05697742699215,0.126095481490283,8.3823576745183,5.18779055370394e-17,6.15873501142052e-16
"LOC9268959",1353.70725139779,1320.03128399447,1103.63653008301,3616.78804356853,2608.53908582527,2621.07712624877,2103.96322018631,1.2286391550225,0.146729349971443,8.37350642704829,5.59286333570644e-17,6.62994697901519e-16
"LOC4327853",161.267733427389,145.191341960895,118.277160895557,409.88340158558,386.057255192539,360.918159844572,263.599175484422,1.4538527447674,0.173660643444631,8.37180328213478,5.67431138736786e-17,6.72323263800363e-16
"LOC4329978",734.533325975847,682.399307216205,773.481577367351,1885.84851433741,1425.88165924179,2277.84083590667,1296.66420334088,1.35006622290456,0.161491750796868,8.35997019193097,6.27341053101967e-17,7.42226874654038e-16
"LOC107280180",191.873288676383,151.240981209265,189.754006328844,438.748429866255,419.52099190056,462.848936976469,308.997772492963,1.30533480008305,0.156293875316172,8.35179751888837,6.7231845519097e-17,7.93901734605767e-16
"LOC4347032",154.204912985314,131.882135614479,134.444542600706,336.758663274538,374.6306133898,358.837939903105,248.459801294657,1.35015587321682,0.161767086152404,8.34629531464028,7.04375518772848e-17,8.30952037806075e-16
"LOC4328205",2176.52583289958,1957.66326077273,2708.46189302561,4365.35444364736,5296.24847556953,5584.3504328689,3681.43405646395,1.15479212500081,0.138424296541755,8.34240920019751,7.27920573814737e-17,8.57484814945468e-16
"LOC4342080",1095.91430526204,911.075670804614,1031.30876982313,1841.58880430704,2330.21873905856,2559.71063797548,1628.30282120515,1.14726788955869,0.13753385580703,8.34171253926297,7.32222768543453e-17,8.62136677984013e-16
"LOC107277572",100.056622929402,95.5843001242556,114.022586762624,283.839444759967,337.902121880996,286.03024195175,202.905886401499,1.54708255139861,0.185695702915116,8.33127814543884,7.997419012289e-17,9.40727726515421e-16
"LOC4329511",90.639529006635,101.633939372626,103.811608843583,254.974416479293,319.945970476692,316.193431103026,197.866482546976,1.58737286903147,0.19121939470115,8.3013172984483,1.02963297706705e-16,1.20418216120041e-15
"LOC9270724",1098.26857874273,677.559595817508,933.453564765659,2085.01720947407,2601.19338752351,2298.64303532134,1615.68922860747,1.36600410715435,0.164564967082524,8.30069808520875,1.03501412270311e-16,1.20873802425538e-15
"LOC107277676",85.9309820452513,78.6453102288179,113.171671936037,301.158461728372,295.460309470823,279.789582127349,192.359386256108,1.64552425599097,0.198412693777885,8.29344244392484,1.10017183852916e-16,1.2817658345976e-15
"LOC4352747",767.493154705532,909.865742954939,730.935836038013,1855.05915083802,1848.66740594313,1469.67538864663,1263.61611318771,1.10513159045849,0.133343613071504,8.28784795163665,1.15315860337148e-16,1.34029977100433e-15
"LOC9266658",1319.57028592776,1336.9702738899,1671.19671941637,2759.4967036325,2941.5440755051,3539.49423040657,2261.37871479637,1.09272108138637,0.132225581881218,8.26406710289993,1.40791404140964e-16,1.62479271502253e-15
"LOC4338213",0,0,0.850914826586744,621.560275643861,141.200645133846,840.408856352779,267.336781992845,10.4493067989975,1.26471269248665,8.26219809532578,1.43014103179292e-16,1.64966362495281e-15
"LOC4340447",1662.11707736842,1349.06955238665,1415.07135661376,2689.25846814952,2910.52890489766,3455.24532277714,2246.88178036553,1.03269828490309,0.125025377481719,8.25990935363575,1.45783134585561e-16,1.67843148536055e-15
"LOC4325309",75.3367513821381,49.607041836639,57.8622082078986,309.817970212574,311.784083474736,196.580784468658,166.831473263774,2.16545889631895,0.262357081398182,8.25386105371559,1.53357639771868e-16,1.76314332150341e-15
"LOC4327574",141.256408841509,130.672207764805,140.400946386813,356.002015461654,325.659291378062,342.196180371367,239.364508367368,1.3100269680068,0.158847866498556,8.24705422164871,1.623467667007e-16,1.8638569527896e-15
"LOC107275846",30.6055552489936,33.8779797908754,26.3783596241891,156.833320324999,133.854946832085,142.495065990508,87.3408713019418,2.26360951667165,0.274780434223691,8.23788463347762,1.75282076733386e-16,2.00388052876275e-15
"LOC4342759",328.421150556508,394.436478993764,353.980567860086,750.490735297541,754.158358980774,948.580293309078,588.344597499625,1.18753823816811,0.144562968194706,8.21467802576285,2.127342757376e-16,2.42296696323068e-15
"LOC9271269",587.391233432608,740.475844000562,500.337918033006,1492.32196211088,1293.65908981009,1518.56055727111,1022.12443410971,1.23811505185596,0.150772387443708,8.21181565701627,2.17868585446994e-16,2.48028751566708e-15
"LOC4342450",1158.30255250037,1272.84409785718,1152.98959002504,2516.06829846547,3417.38208771916,2308.00402505794,1970.93177527086,1.20217613776408,0.146442413644098,8.20920734539212,2.22653448656659e-16,2.53239765834656e-15
"LOC9267513",679.207899179589,505.749841163783,559.051041067491,1507.71664386057,1296.10765591068,2095.82159102828,1107.27577870173,1.48989250405408,0.182012806564175,8.18564656069277,2.70845543472062e-16,3.06055464123431e-15
"LOC9270410",723.939095312734,875.987763164064,609.255015836109,1642.42010917039,1554.0232851725,1941.8853153597,1224.58509733592,1.21986022429091,0.149036088081585,8.18499894886625,2.72306027782796e-16,3.07421162170328e-15
"LOC4352105",223.655980665723,210.527445843297,210.175962166926,439.71059747561,563.986391835189,563.739604137632,368.632663687396,1.28355828166032,0.15686419484343,8.18260842087941,2.77764634797321e-16,3.13293863499676e-15
"LOC4334571",184.810468234308,166.970043255029,167.630220837589,407.959066366868,381.160122991365,412.923658381254,286.908930011069,1.21123820227479,0.148063908144548,8.18050946684667,2.82646283009827e-16,3.18505562128525e-15
"LOC4334643",7663.16017965186,3921.37616079383,4519.2086440022,36287.1892192454,37947.061238196,29589.0484474305,19987.84064822,2.68871590693116,0.329486809280867,8.16031425597741,3.34154054192075e-16,3.74989984125065e-15
"LOC4324062",10992.1028813501,7420.48750205139,7643.76788722873,23206.5205700531,20456.1373930034,18112.4750303556,14638.5818773404,1.2455156852972,0.152689395986572,8.15718522723568,3.42922291250784e-16,3.84299691682697e-15
"LOC4352514",813.401487579023,840.899855523514,1004.93041019895,1701.11233334109,1722.974346113,2106.22269073562,1364.92352058187,1.05388877621857,0.129221045265076,8.15570539656824,3.4714771108826e-16,3.88856417266739e-15
"LOC4352799",51.79401657522,55.6566810850096,56.1603785547251,180.887510558894,186.907212344802,200.741224351592,122.024503911707,1.79437552403589,0.220246402993048,8.1471274883546,3.72670730238738e-16,4.16681043686079e-15
"LOC4336494",467.323285917326,422.264819536268,440.773880171934,809.182959468246,1059.41293285394,981.863812372554,696.803615053379,1.09999890266589,0.135123264362141,8.1407069897143,3.9297637727433e-16,4.38982490458209e-15
"LOC4348524",16797.7412847361,12994.6251055001,13311.711547123,33974.1382863541,25453.6608043013,33080.6976191833,22602.095774533,1.1017775465367,0.135461919354917,8.13348542367823,4.17120264593424e-16,4.65101480959172e-15
"LOC4347887",1466.712378471,1289.78308775261,1404.00946386813,2407.34335860827,3201.90827086751,3477.08763216255,2207.80736528834,1.12674793672103,0.138571285471047,8.13117907429999,4.25134757316699e-16,4.73605164609128e-15
"LOC4331606",256.615809395408,209.317517993623,159.121072571721,560.943716254444,614.590091247319,548.137954576627,391.454360339857,1.47118099913032,0.181308458698919,8.11424359176406,4.88819990073317e-16,5.42077161186257e-15
"LOC4340801",64.742520719025,64.1261760327285,64.6695268205926,285.763779978679,194.252910646563,351.55717010797,170.852014050926,2.10038710009467,0.258854178860916,8.11417111107646,4.89111806443139e-16,5.42154449212722e-15
