"","C1","C2","C3","C4","C5","C6","K1","K2","K3","K4","K5","K6","R1","R2","R3","R4","R5","R6","SC1","SC2","SC3","SC4","SC5","SC6","SK1","SK2","SK3","SK4","SK5","SK6","SR1","SR3","SR4","SR5","SR6"
"ASV_644",21,14,12,12,11,0,14,5,11,0,0,0,5,13,17,10,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_645",26,6,0,4,14,18,22,18,12,10,3,19,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,4,0,0,0,0
"ASV_649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_650",38,15,16,0,0,0,16,25,4,0,0,0,0,11,2,0,7,0,0,0,0,0,9,8,0,0,0,0,6,0,0,0,0,0,0
"ASV_652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,12,6,7,7,8,18,0,6,15,4,17,8,5,5
"ASV_653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,14,0,0,0,0,0,0,0,0,0,0,3
"ASV_654",0,13,0,14,0,24,13,5,0,0,15,20,11,15,4,0,0,0,0,7,2,0,0,7,12,0,0,0,3,0,6,0,0,0,0
"ASV_655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,10,14,0,15,8,24,0,6,10,25,8,18,8,7,0
"ASV_656",17,0,1,0,3,0,21,7,32,0,7,0,11,14,0,0,0,14,0,0,3,5,0,8,12,0,0,0,0,0,0,0,0,0,0
"ASV_658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,19,0,31,31,16,0,0,11,22,7,9,0,8,0,0
"ASV_659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
"ASV_660",72,0,0,7,33,0,0,0,17,0,0,0,11,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_661",14,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,53,3,11,0,0,0,4,0,7,0,0,64,0,1,0,0,12
"ASV_662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,5,0,0,84,0,13,0,0,0,7,0,0,0
"ASV_663",41,0,5,0,36,0,17,3,11,0,13,12,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"ASV_664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"ASV_666",16,10,12,9,0,6,6,7,11,15,10,17,5,0,7,0,2,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_667",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,6,5,0,0,8,5,9,7,3,5,4,7,11,3
"ASV_668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,21,11,0,10,8,4,0,0,16,0,12,24,17,0,0
"ASV_669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,14,4,6,5,11,14,27,16,24,3,7,0,9,6
"ASV_670",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV_672",11,0,0,0,0,0,13,0,0,0,8,6,0,0,0,0,0,0,0,6,14,2,10,10,9,0,0,0,10,9,9,0,0,0,7
"ASV_673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV_674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,14,18,0,0,8,5,0,8,9,0,10,12,21,0
"ASV_675",0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,21,14,14,0,0,0,9,14,0,3,30,4,0,5,16,12
"ASV_676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,7,0,14,0,0,0,6,19,9,10,13,12,5,21,14
"ASV_677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,47,2,0,22,0,0,0,27,0,6,16,8,0
"ASV_679",29,0,9,0,0,0,46,9,7,0,15,0,0,9,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,7,0,0,0,0,46,21,8,0,0,8,0,42,0
"ASV_681",0,0,5,19,0,0,14,4,8,24,0,0,0,0,0,0,1,0,2,0,2,0,1,6,0,0,0,0,0,4,0,0,0,2,0
"ASV_682",12,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_683",0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,79,0,0,0,0,0,0,0,0,0,0,0,32,0,1,9,0,0,0
"ASV_684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,13,27,0,13,15,3,0,0,11,8,5,9,13,0,3
"ASV_685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,17,26,7,0,16,11,4,18,19,12,0,13
"ASV_686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,6,4,0,1,6,8,4,17,29,15,17,7,16,11
"ASV_689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,9,0,4,4,0,0,29,0,11,18,1,0,0,0,10
"ASV_692",0,8,0,0,0,15,0,7,7,9,0,11,0,0,0,0,0,0,7,11,8,5,1,1,0,3,1,11,6,20,3,4,12,3,0
"ASV_694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,34
"ASV_695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,9,5,19,6,8,20,0,15,5,9,8,9,0,0,10
"ASV_696",0,0,5,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,26,0,26,0,6,0,7,0,0,4,0,23,4,9,0,10
"ASV_697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,14,0,0,0,0,0,20,59,0,0,0,0,0
"ASV_698",0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,0,13,3,15,0,9,4,8,2,6,2,4,10,13,11,5,32,14
"ASV_700",25,12,6,5,1,0,6,14,10,0,17,8,0,12,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"ASV_704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,1,0,7,11,4,0,0,0,0,0,2,0,0,0
"ASV_705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,17,9,8,14,7,1,0,28,0,17,10,0,10,16
"ASV_706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,35,18,0,0,48,0,0,0,0,0
"ASV_709",14,0,9,10,12,0,4,8,20,10,5,10,0,0,7,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,45,16,0,0,0,0,0,4,23,12,0,15
"ASV_717",15,0,30,0,3,0,0,0,13,8,33,0,0,0,0,0,0,54,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_718",0,0,22,0,15,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,23,0,0,0,0,0,0,0,0,0
"ASV_719",0,0,4,10,18,18,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,21,5,11,38,12,0,0,0,0,0,0,5,0,0
"ASV_720",0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,23,0,0,0,26,0,28,0,0,0,0,0,0,0,0,0,0,0
"ASV_721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,7,20,0,12,16,21,0,17,0,4,5,14,15,0,0
"ASV_722",15,11,0,12,0,10,0,0,6,3,6,0,4,20,0,0,0,10,5,0,12,9,0,0,5,0,0,0,0,0,6,3,0,0,14
"ASV_723",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,60,11,0,0,0,0,8,0,0,19,0,16,0
"ASV_724",27,6,0,0,8,0,0,0,0,0,10,7,32,0,0,0,0,0,7,0,0,9,2,10,0,0,0,0,12,10,0,0,0,0,0
"ASV_725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,22,0,0,15,0,0,0,17,27,0,0,12,0
"ASV_727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,0,0,0,0,0,0,0,13,22,0,13,29,0,0
"ASV_729",0,0,7,5,0,0,12,14,11,16,18,10,0,0,4,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ASV_730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,12,10,0,0,0,20,0,0,15,0,0,19,10,0,14
"ASV_732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,7,0,54,0,0,0,0,0,0,0,0,0,0,36
"ASV_733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,10,0,2,4,3,18,5,0,22,6,0,0,43,7
"ASV_738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0
"ASV_740",40,5,3,0,6,0,37,0,19,4,11,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,12,0,0,13,19,0,0,0,0,25,0,8,7
"ASV_742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,3,2,0,6,23,0,0,19,2,11,0,30,10
"ASV_743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,7,17,24,0,0,17,0,0,19,0,0,13
"ASV_745",98,0,0,0,0,10,0,5,12,0,23,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_746",7,0,65,0,0,0,7,0,0,0,0,0,0,27,6,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,7,0,0,11
"ASV_748",0,0,0,0,0,0,12,0,9,0,21,11,0,7,0,18,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_750",0,0,0,0,0,10,3,0,9,11,0,0,0,5,0,0,0,0,5,5,17,0,0,20,0,0,0,0,0,21,0,38,0,0,0
"ASV_752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,13,3,8,29,10,9,0,3,0,25,11,6,0,6
"ASV_755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,6,0,13,11,19,11,4,0,11,12,10,6,13
"ASV_759",9,11,4,0,8,23,3,8,5,0,7,18,2,5,0,0,7,11,0,0,4,0,0,13,0,3,4,0,0,0,0,0,0,0,0
"ASV_761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,6,0,20,1,8,9,3,0,11,8,14,7,12,9,10
"ASV_766",10,0,0,0,29,0,0,7,0,10,0,0,6,0,10,0,3,0,0,0,0,6,0,0,0,11,0,0,0,0,4,6,0,0,0
"ASV_767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,9,18,0,0,0,0,0,0,0,0,0,12
"ASV_768",4,0,3,0,2,6,4,1,10,0,0,9,7,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_769",0,0,8,9,5,0,0,11,20,14,20,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_770",0,21,0,0,0,48,0,0,0,0,0,8,0,30,0,0,0,17,0,0,0,0,0,0,0,13,0,0,0,0,0,0,6,0,0
"ASV_772",4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
"ASV_776",0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,9,0,15,1,17,0,0,0,0,20,0,4,6,0,0,12
"ASV_780",0,0,0,0,0,0,0,0,0,0,0,0,13,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_782",0,2,0,0,0,0,0,1,3,0,22,2,3,0,0,0,0,0,0,0,0,18,0,14,12,5,0,0,0,0,0,0,0,0,0
"ASV_783",12,3,14,0,0,0,35,22,6,0,0,0,4,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_784",0,14,3,10,0,0,13,0,3,13,8,0,0,5,6,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV_785",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,14,16,6,4,5,8,5,4,16,5,5,3,9,6,6,9
"ASV_786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
"ASV_787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,15,0,0,0,0,21,0,0,10,32,0,29,0,0
"ASV_788",0,5,7,0,2,0,12,0,0,0,21,0,0,3,0,2,2,0,3,4,4,6,6,13,0,0,0,0,0,0,0,0,6,0,0
"ASV_789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,5,2,0,0,14,18,24,0,12,10,0,0,19,0
"ASV_791",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0
"ASV_792",0,0,0,0,0,0,0,0,28,22,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,5,4,4,4,16,7,9,3,5,6,16,5
"ASV_796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,13,16,6,10,2,0,0,17,5,4,18,4,0,6
"ASV_798",8,6,12,0,13,23,0,2,0,8,5,0,12,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_800",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,0,0,0,0,0,11,0,0,0
"ASV_801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,8,5,16,8,0,0,0,5,6,9,6,6,0,12
"ASV_802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,10,11,0,9,13,7,0,16,2,5,0,10,9
"ASV_804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,4,23,10,7,5,11,11,3,4,7,6,0,10,14
"ASV_805",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"ASV_806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,52
"ASV_807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,118,0,0
"ASV_810",0,0,0,0,0,0,0,9,0,8,0,12,0,0,0,0,0,0,0,16,0,0,0,19,3,19,0,0,0,0,10,13,16,0,0
"ASV_811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,14,0,6,10,8,0,0,11,10,14,0,13,0,10,18
"ASV_812",0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_813",0,5,0,0,7,0,7,0,6,8,0,7,0,4,7,0,0,0,0,6,2,3,0,0,0,7,0,0,0,12,3,0,0,15,0
"ASV_816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_818",0,0,6,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,7,11,18,0,0,10,9,12,0,0,8,4,0,11,0,0,6
"ASV_819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,14,0,6,11,2,12,0,4,0,10,7,10,0,15
"ASV_820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,16,21,11,3,7,0,0,12,13,10,0,0,2
"ASV_821",5,0,11,0,13,0,15,4,14,16,15,0,11,0,2,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_822",7,0,6,6,0,0,21,0,10,0,0,0,3,23,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_824",0,0,7,2,0,0,8,0,0,7,14,0,6,0,9,19,0,0,16,3,0,0,0,0,0,2,0,0,0,0,9,6,0,0,0
"ASV_825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,37,0,0,0,0,40,0,37,0,0,0,0
"ASV_826",2,0,0,0,5,0,3,8,0,3,0,7,0,0,0,7,3,0,0,0,0,41,0,0,0,0,12,0,0,4,3,0,0,0,0
"ASV_827",0,0,8,0,0,0,14,0,18,0,0,0,0,21,18,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ASV_828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,4,0,0,0,53,0,19,0,0,0,8,0,9
"ASV_829",13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_830",9,1,0,0,0,0,2,8,1,2,3,0,0,6,0,2,0,0,11,5,8,0,0,19,9,11,0,0,0,0,0,0,0,3,0
"ASV_831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,20,0,0,0,0,12,0,0,19,0,12,17
"ASV_832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
"ASV_839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,0,0,7,7,15,14,12,7,12,8,1,9,0,7
"ASV_843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,24,0,5,0,0,0,5,0,0,8,0,0,0
"ASV_844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,0,0,28,0,12,0,35,0,0,17,0,0,6
"ASV_847",0,0,6,5,4,10,0,0,0,7,0,0,0,0,0,0,7,5,0,0,0,5,0,15,17,4,0,0,7,0,0,0,0,0,0
"ASV_848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,27,0,0,11,21,0,0,0,2,0,0,19,0
"ASV_849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,17,0,0,8,14,0,0,11,8,0
"ASV_850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV_852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,9,6,5,0,5,3,8,1,6,0,8,8,16,7
"ASV_853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,5,0,14,2,0,0,0,0,5,5,10,42,16
"ASV_854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_855",0,0,0,0,0,0,26,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_856",0,0,0,0,0,0,0,0,4,0,0,12,0,6,0,0,0,6,0,0,0,0,1,0,7,2,0,0,0,4,0,6,0,3,2
"ASV_857",0,0,0,0,4,0,0,0,0,0,0,0,7,14,0,4,0,0,3,6,13,3,3,1,4,6,6,4,0,6,4,6,2,1,6
"ASV_858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,11,0,10,25,0,0,0,54,0
"ASV_862",2,14,14,4,0,0,12,15,6,6,0,11,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ASV_864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0,18,0,0,0,0,6,31,13,0,8
"ASV_865",0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,5,0,0,0,0,0,15,12,0,0,7,0,0,0,0,18,0,19,0,0
"ASV_866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,6,8,2,0,7,6,4,9,18,13,6,0,11,6
"ASV_867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,0,0,10,6,7,0,16,12,0,6,8,5,10,10
"ASV_869",6,5,6,0,6,10,5,4,4,1,6,0,3,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0
"ASV_870",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,24,12,0,0,27,14
"ASV_874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,6,7,7,5,10,6,1,16,4,3,19,0,7,0,17
"ASV_875",0,23,0,0,0,0,0,0,0,0,39,0,18,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,79,14,0,8,0,0,16,0
"ASV_877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,18,0,9,12,0,8,14,13,14,10
"ASV_879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV_882",18,7,10,17,0,0,7,0,13,0,11,3,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,20,0,12,16,0,0,0,4,0,0,30,8,0,5
"ASV_885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,5,10,8,11,6,7,16,4,5,5,4,0,9
"ASV_886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,8,0,0,0,4,0,8,10,11,7,2,16,14
"ASV_887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0
"ASV_888",0,0,0,0,26,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"ASV_889",5,1,0,0,8,12,4,3,3,3,0,2,0,0,0,0,1,0,0,7,0,7,0,2,13,0,0,0,0,0,0,0,0,0,6
"ASV_890",0,2,0,6,7,0,14,0,0,2,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,1,8,0,3,0
"ASV_891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,3,0,0,0,0,0,0,0,6,0,0,0
"ASV_894",0,5,0,33,0,0,12,0,7,0,0,19,0,19,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_895",0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,4,6,12,4,12,5,2,5,6,6,2,0,30,11,1,3
"ASV_896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,6,4,3,0,0,28,2,9,6,14,0
"ASV_898",23,0,6,10,0,0,23,11,12,0,0,0,0,0,0,0,9,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"ASV_899",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,5,10,18,0,0,0,0,0,0,31,0,0,0,18,2,0
"ASV_901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_903",0,20,27,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,23,0,0,0,26,0,0,15,0,0,20
"ASV_906",7,0,0,0,3,0,0,0,0,0,0,0,0,35,0,12,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,3,0,0,6
"ASV_908",0,7,7,7,2,0,0,13,18,0,7,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_913",2,0,0,0,0,0,8,3,3,0,4,0,0,0,0,0,0,0,3,2,0,0,6,0,18,2,0,20,10,4,9,0,0,0,11
"ASV_914",0,0,0,6,6,0,0,7,4,22,0,17,0,12,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_915",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,18,0,0,0,14,0,15,9,13,0,0,11,0,6
"ASV_916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,16,0,0,0,0,8,0,20,10
"ASV_917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,15,10,10,5,0,0,0,0,0,0,0,0,0
"ASV_918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,0,11,0,0,0,0,20,0,0,9,17,0,0
"ASV_919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV_920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,2,7,0,12,16,0,14,4,8,0,6,0,8
