"","C1","C2","C3","C4","C5","C6","K1","K2","K3","K4","K5","K6","R1","R2","R3","R4","R5","R6","SC1","SC2","SC3","SC4","SC5","SC6","SK1","SK2","SK3","SK4","SK5","SK6","SR1","SR3","SR4","SR5","SR6"
"ASV_170",45,6,21,12,58,26,38,25,22,16,15,25,20,6,17,44,31,20,14,14,88,58,29,33,63,42,47,21,13,15,50,15,24,0,25
"ASV_171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"ASV_172",25,11,34,5,165,237,26,8,14,26,38,348,21,7,23,2,0,9,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"ASV_173",0,0,0,3,2,0,4,0,3,0,0,0,0,0,5,0,0,0,105,45,71,37,50,13,10,43,25,59,68,107,41,38,73,97,100
"ASV_174",22,6,17,8,24,0,30,17,13,18,28,6,11,11,10,13,19,39,11,26,98,89,35,41,56,15,38,0,14,16,96,46,36,20,23
"ASV_175",34,45,0,35,4,0,33,29,39,0,27,0,18,45,5,0,0,12,34,0,17,27,0,48,0,20,0,126,70,0,0,0,145,20,192
"ASV_176",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,52,21,67,77,45,44,60,46,59,55,50,38,61,67,63,67
"ASV_177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,12,0,0,0,0,7,6
"ASV_178",29,19,30,30,42,0,19,31,19,18,31,15,13,0,20,2,0,61,0,19,17,48,6,36,64,59,45,0,40,10,0,0,74,0,45
"ASV_179",8,11,0,55,14,0,31,19,26,35,0,64,0,0,0,0,11,0,0,21,0,14,18,74,173,27,0,94,56,29,15,24,17,0,28
"ASV_180",4,9,0,0,0,0,12,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,70,21,0,0,0,0,0,0,0,0,0,7,679
"ASV_181",0,0,0,0,51,0,0,0,0,0,18,0,20,0,0,26,13,0,0,0,0,275,0,46,69,0,0,0,22,0,22,21,23,0,0
"ASV_182",55,36,17,4,48,0,18,39,50,2,17,27,23,0,8,0,0,8,5,12,49,97,4,17,39,46,39,14,24,0,51,29,100,0,27
"ASV_183",15,14,47,35,7,15,15,12,31,7,54,18,5,6,6,0,13,55,4,0,9,4,0,6,37,4,3,0,8,0,0,2,0,0,24
"ASV_184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,33,28,41,54,21,25,28,48,22,38,30,88,101,71,96,116
"ASV_185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,87,41,13,64,28,20,31,70,30,44,43,47,65,57,100,61
"ASV_186",65,26,0,0,0,0,250,0,16,0,19,0,24,268,0,0,0,0,0,0,0,0,0,56,38,0,0,0,0,0,0,0,31,0,103
"ASV_187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,182,34,12,189,18,10,35,0,59,13,105,55,74,7,0,0
"ASV_188",35,46,6,86,14,145,83,29,49,17,25,46,12,62,7,25,0,2,8,16,18,0,14,23,15,13,0,0,11,8,4,35,26,39,15
"ASV_190",0,21,0,0,6,0,7,5,8,0,0,5,0,18,13,20,0,0,58,29,71,19,10,35,36,111,20,85,33,49,82,34,28,26,33
"ASV_191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,0,125,31,32,8,103,29,77,36,50,51,22,37,147
"ASV_192",160,40,16,13,2,0,25,95,31,0,18,0,17,41,25,3,64,0,35,0,120,1,0,40,38,3,0,5,4,0,4,0,44,12,60
"ASV_193",0,15,0,0,0,17,0,6,4,11,0,0,0,0,0,0,0,0,32,38,76,63,31,71,57,50,30,0,51,73,32,66,47,0,40
"ASV_194",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,74,18,68,118,22,85,108,15,0,30,58,0,72,84,46,25,84
"ASV_195",0,0,0,0,0,0,0,14,20,31,16,0,0,0,27,20,17,0,66,18,52,55,34,63,35,39,17,17,42,0,46,77,40,14,37
"ASV_196",46,12,28,41,10,0,25,21,62,54,15,15,34,25,23,62,0,24,0,4,18,43,0,17,77,35,0,0,12,0,14,10,0,12,23
"ASV_197",0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,67,22,34,33,16,75,107,79,0,84,110,47,51,46,36,30,54
"ASV_198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,31,140,56,29,45,31,30,8,16,38,63,24,42,24,17,49
"ASV_199",3,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,22,29,40,39,61,18,37,55,13,92,105,92,37,26,29,92,25
"ASV_200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,32,30,6,110,38,150,0,0,72,38,0,33,73,30,27,64
"ASV_201",51,51,37,64,24,0,57,16,24,3,77,5,18,44,25,26,20,14,8,4,30,0,7,36,94,12,0,9,12,0,11,16,11,0,0
"ASV_202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,28,0,189,222,45,0,33,47,6,22,56,0,7,49
"ASV_203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,45,49,18,9,22,104,52,0,86,88,52,80,47,82,35,65
"ASV_205",37,26,32,19,8,18,18,18,24,16,19,49,25,20,18,10,4,11,17,12,24,18,6,16,26,24,14,33,11,22,18,17,22,14,19
"ASV_206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,73,48,43,29,7,18,76,0,7,102,44,95,26,92,26
"ASV_207",0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,1,0,2,28,33,60,112,56,65,71,32,15,14,33,35,61,50,54,13,39
"ASV_208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,103,51,73,51,29,20,62,59,0,9,40,37,69,15,73,18
"ASV_209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,49,49,20,64,43,36,34,57,33,46,64,30,79,57,35,26
"ASV_210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,27,45,101,53,56,57,0,0,25,31,68,74,51,24,17
"ASV_212",0,17,0,0,45,0,25,82,38,0,17,31,11,0,0,0,28,99,0,0,0,41,0,41,44,81,18,0,0,25,0,0,0,0,23
"ASV_213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_215",9,0,0,0,10,0,24,3,0,0,0,0,0,13,0,0,0,0,0,0,26,478,17,16,15,0,0,0,18,0,0,0,47,12,31
"ASV_216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,25,40,98,37,24,35,65,19,32,84,71,56,28,0,57
"ASV_217",58,22,13,11,48,9,37,31,28,0,17,19,24,47,20,39,24,59,15,4,13,11,3,10,7,0,0,10,18,0,15,8,15,5,16
"ASV_218",0,0,0,0,0,61,0,0,10,0,0,0,0,0,0,0,0,0,18,0,22,132,6,128,60,0,0,0,26,0,6,0,30,27,95
"ASV_219",22,4,0,3,2,0,0,8,5,0,13,27,3,20,6,4,7,0,94,3,34,70,2,17,11,24,17,0,23,219,12,44,19,12,22
"ASV_220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,55,49,46,43,42,91,39,27,46,55,25,41,59,37,7,20
"ASV_222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,31,45,30,42,35,87,16,55,63,42,79,36,39,26,42
"ASV_223",0,9,70,25,9,27,19,6,6,13,42,5,15,4,10,15,0,28,0,24,29,20,4,16,20,18,28,0,179,13,7,0,0,4,5
"ASV_224",24,34,18,18,40,0,50,9,28,0,20,6,28,27,24,0,7,14,22,7,28,25,11,52,56,0,0,8,22,0,21,25,18,8,19
"ASV_225",0,0,0,0,4,0,0,0,0,14,0,9,0,0,0,0,0,12,20,39,60,46,37,26,23,35,59,50,29,78,28,27,38,38,33
"ASV_226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,22,31,60,30,45,47,32,52,23,38,36,101,87,16,27
"ASV_227",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,51,26,31,84,11,21,54,89,48,44,46,51,48,41,29,39
"ASV_228",51,23,17,12,67,53,36,28,28,19,35,54,28,38,20,30,56,34,0,0,9,3,0,9,0,0,5,0,7,0,0,3,0,0,5
"ASV_229",0,6,0,0,0,0,0,7,0,7,3,0,0,0,0,0,0,9,58,43,66,62,32,15,54,52,23,31,56,35,20,49,34,0,36
"ASV_230",0,0,0,0,0,0,30,0,67,0,0,0,0,11,0,0,0,0,48,0,0,0,10,6,10,0,0,0,25,3,0,0,0,23,140
"ASV_231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0
"ASV_233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,41,39,48,35,11,52,25,25,15,60,44,106,44,36,40
"ASV_234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,87,43,33,0,11,8,18,27,0,27,77,46,29,62,62,36
"ASV_236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,26,35,15,24,32,29,17,8,0,59,23,14,49,9,0,28
"ASV_237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,26,15,44,23,12,6,5,13,14,15,9,24,16,0,14
"ASV_238",0,17,0,25,0,0,0,0,13,12,21,0,0,12,0,0,19,16,65,17,40,74,27,41,38,32,12,20,19,25,78,56,33,18,0
"ASV_239",0,0,0,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,0,57,28,19,0,21,42,0,16,0,30,0,20
"ASV_240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,62,31,31,39,51,44,14,14,12,41,43,52,34,45,35,64
"ASV_241",30,19,28,18,9,16,12,6,12,15,16,35,16,14,7,5,9,13,14,18,11,20,13,15,14,11,20,31,10,20,16,20,17,14,8
"ASV_242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,28,0,0,0
"ASV_244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,35,50,57,34,18,40,55,55,27,73,27,49,35,65,32
"ASV_245",0,0,0,0,5,0,0,12,6,8,1,0,0,0,0,0,0,6,40,55,37,48,21,40,30,33,34,29,20,29,24,32,38,38,40
"ASV_247",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,36,7,35,62,8,39,44,22,0,6,23,12,10,49,30,15,40
"ASV_248",20,17,105,0,29,0,29,64,59,46,41,0,21,15,13,71,0,0,0,0,17,0,0,0,6,0,0,2,0,0,0,0,0,0,3
"ASV_249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,22,34,8,9,21,7,136,11,14,62,31,23,30,67,32
"ASV_250",7,32,12,35,4,2,20,9,10,4,3,0,7,17,12,2,8,0,50,12,32,17,32,13,41,7,0,14,10,3,12,21,11,32,47
"ASV_251",0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,31,22,38,75,25,20,35,54,20,29,41,30,42,19,82,18
"ASV_252",0,0,46,0,40,68,0,67,24,22,21,45,0,0,0,0,0,0,0,35,20,0,13,0,0,0,31,63,0,52,15,0,0,21,16
"ASV_253",0,19,9,21,0,0,22,23,23,0,24,15,12,12,5,18,10,0,19,0,37,11,9,32,37,7,0,0,0,43,9,13,48,9,35
"ASV_254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,35,19,0,40,42,0,0,0,17,0,13,22,0,0,21
"ASV_255",0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,14,5,9,0,9,10,0,0,9,0,10,18,6,3,0
"ASV_256",0,0,0,3,2,5,0,0,0,0,0,4,0,0,0,2,0,0,34,46,49,43,37,25,19,44,21,66,47,48,17,24,54,14,20
"ASV_257",0,0,9,0,10,0,0,6,4,0,0,4,0,0,0,3,0,0,16,35,62,24,20,28,26,46,32,18,18,79,22,32,22,23,47
"ASV_258",55,15,8,32,14,0,39,27,42,16,56,4,31,43,39,42,18,20,0,0,0,14,11,22,34,8,5,0,0,0,0,0,0,0,0
"ASV_259",0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,15,86,32,39,35,11,15,29,61,9,41,31,38,30,17,59,36
"ASV_260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,28,29,47,25,13,39,29,35,28,48,39,27,41,18,31
"ASV_261",0,0,0,0,6,0,0,0,0,7,0,13,0,0,0,0,0,5,19,30,23,46,43,35,21,43,31,23,23,73,31,25,23,36,17
"ASV_262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,21,24,76,56,10,33,61,35,36,9,41,38,30,7,46
"ASV_263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,23,27,35,12,17,19,46,16,24,94,16,32,46,40,39
"ASV_264",0,23,0,0,0,36,96,18,8,12,0,0,66,246,11,20,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ASV_265",0,0,54,27,0,0,0,0,9,64,12,0,0,0,0,12,0,24,15,11,0,43,26,28,70,45,0,35,17,0,10,22,13,14,11
"ASV_267",0,0,0,20,14,0,28,52,13,27,0,8,13,19,0,0,0,0,33,0,0,23,18,54,37,39,27,7,32,10,0,14,17,5,25
"ASV_268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,24,41,9,18,11,38,76,17,5,31,12,29,22,77,21
"ASV_269",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,4,0,27,27,22,31,28,16,31,34,23,21,29,30,73,28,28,41,49
"ASV_270",0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_271",0,0,0,15,0,39,20,32,18,0,43,0,0,0,0,0,0,25,0,0,0,0,0,0,30,0,0,0,12,0,0,0,0,0,0
"ASV_274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,39,14,39,38,13,41,42,27,24,59,30,48,0,25,11
"ASV_275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27,37,31,23,0,29,32,12,21,39,29,27,18,95,24
"ASV_276",10,9,18,79,20,78,32,0,7,29,55,0,23,0,0,6,0,0,0,15,27,48,0,20,0,0,0,0,0,17,0,21,0,0,15
"ASV_277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,18,30,28,23,27,14,15,21,17,34,25,87,87,14,27
"ASV_278",19,7,31,8,21,0,6,24,3,39,0,9,7,0,6,76,5,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_279",8,0,0,0,0,0,0,8,13,0,0,0,7,27,7,0,0,0,0,0,0,0,10,0,277,0,0,59,0,0,0,174,0,81,0
"ASV_280",37,0,0,0,0,0,0,50,54,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"ASV_281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,50,27,56,59,33,37,50,10,23,23,19,36,34,0,0
"ASV_282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,19,43,61,23,16,53,40,18,14,41,15,30,23,11,12
"ASV_284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,13,46,71,8,20,77,21,29,25,28,45,20,41,15,14
"ASV_285",20,13,27,14,32,41,10,15,30,16,37,25,24,11,0,12,21,42,3,3,10,20,0,8,5,5,13,0,0,4,5,0,10,0,8
"ASV_289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,36,40,0,12,43,14,4,17,11,2,32,19,20,19,37
"ASV_290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,20,22,26,19,14,15,85,0,15,25,23,20,10,66,28
"ASV_291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,70,25,0,79,8,27,21,32,15,9,0,9,40,33,40,35
"ASV_292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,13,32,20,22,33,30,11,12,7,42,0,15,46,13,9,45
"ASV_293",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,19,49,22,25,28,29,44,11,14,29,37,31,34,34,22,38
"ASV_294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,16,25,33,0,22,35,43,13,37,22,25,26,45,30
"ASV_295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,0,0,0,0,0,5,0,0,23
"ASV_296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,22,14,115,9,11,32,19,27,21,45,11,45,19,16,19
"ASV_297",10,22,98,0,41,0,8,48,25,30,50,0,7,5,5,35,0,2,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0
"ASV_298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,13,17,18,21,32,37,0,57,28,22,61,31,55,24,29
"ASV_299",8,46,24,33,8,37,18,8,17,27,29,29,9,15,9,13,4,5,0,9,9,13,0,15,29,7,0,11,0,0,0,10,9,0,15
"ASV_300",33,15,23,13,10,27,45,30,31,5,53,4,19,32,17,43,0,17,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0
"ASV_303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ASV_304",366,0,42,0,0,0,34,32,24,7,0,0,0,17,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"ASV_305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,51,28,0,21,0,57,60,27,0,52,25,32,16,8,20
"ASV_306",0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,50,0,0,0,12,13,364,0,0,49,15,0,0,44,0,0,0
"ASV_307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,9,0,23,16,3,0,0,17,0,6,17,21,0,0
"ASV_311",0,37,0,0,84,8,16,38,0,0,33,0,0,26,0,35,11,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,29,12,0
"ASV_312",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,15,31,19,18,34,42,34,10,0,12,0,14,40,0,0,23
"ASV_313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,11,14,18,57,31,0,30,67,0,50,25,33,0,36
"ASV_314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,46,12,18,4,18,17,43,34,48,45,47,20,20,7,14,22
"ASV_315",43,10,19,0,45,0,64,31,19,25,17,6,49,26,19,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_316",15,0,8,47,22,0,13,34,15,37,32,37,21,10,17,28,0,6,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"ASV_318",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,31,32,7,5,0,39,31,34,21,38,21,17,28,7,28
"ASV_319",14,0,0,0,14,0,10,5,19,0,3,0,6,27,0,0,0,0,0,6,21,125,12,0,25,0,0,33,42,2,0,43,13,0,0
"ASV_321",0,27,51,39,21,0,14,35,17,29,20,0,0,0,39,22,0,14,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0
"ASV_322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,31,33,43,19,18,35,8,31,28,65,17,12,13,21,9
"ASV_325",34,0,0,0,1,0,86,7,6,0,0,0,0,49,0,0,25,0,9,6,20,0,0,23,23,0,0,0,15,0,16,31,10,0,23
"ASV_327",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,63,0,0,0,21,0,0,0,0,82,0,57,66,0,0,0,0
"ASV_328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26,0,0,102,0,17,19,23,0,0,0,0,20,9,15,24
"ASV_329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,17,25,22,41,21,14,31,39,13,38,31,30,14,16
"ASV_330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,11,4,9,9,16,2,0,0,7,0,5,7,4,8,8
"ASV_331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,17,17,15,10,30,28,16,11,10,54,22,24,22,38,22
"ASV_332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_333",73,24,21,31,8,0,41,32,28,24,30,0,13,48,0,4,8,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11
"ASV_335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,11,4,22,0,13,50,0,6,28,35,13,18,101,25
"ASV_337",68,0,0,0,0,0,21,2,16,0,33,0,0,35,35,0,13,0,20,0,25,21,0,40,41,0,0,0,11,0,0,17,20,10,12
"ASV_338",96,21,38,2,0,0,11,25,13,33,4,0,6,35,4,0,4,5,0,43,0,0,0,0,0,9,15,0,0,0,49,0,0,0,0
"ASV_339",8,9,12,0,12,0,20,22,19,11,16,36,6,31,0,0,0,12,7,0,12,5,0,29,0,1,0,0,4,11,0,0,0,0,18
"ASV_340",0,9,0,0,6,0,0,15,7,0,21,0,0,0,1,0,0,0,26,0,0,0,0,142,58,0,0,0,42,0,5,0,0,26,0
"ASV_341",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,2,16,50,29,22,7,15,9,16,39,36,33,18,20,10,13,10,37
"ASV_342",0,0,0,11,19,0,0,10,0,15,0,0,0,8,20,4,0,0,0,0,13,56,10,12,0,40,8,0,8,11,35,23,64,9,14
"ASV_343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"ASV_344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,17,36,40,21,18,14,12,22,38,19,55,19,22,39,22,30
"ASV_345",8,15,8,6,14,28,0,15,1,11,8,12,10,5,6,2,0,18,10,52,11,22,8,16,14,29,4,7,9,2,9,10,22,0,5
"ASV_346",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,17,31,17,19,12,34,16,10,21,39,16,42,22,14,50
"ASV_348",0,0,0,0,7,11,0,0,2,4,8,8,2,0,0,4,0,0,0,14,31,33,20,26,19,29,8,32,19,34,12,19,13,17,29
"ASV_349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,35,20,0,0,11,37,16,101,39,16,0,45,49,0,32
"ASV_350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0
"ASV_351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,26,21,24,23,0,6,24,32,17,20,43,32,0,72,0
"ASV_352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,18,33,31,17,8,16,50,28,24,35,22,23,37,32,20
"ASV_353",25,63,0,9,45,0,0,16,55,0,3,0,30,0,41,0,9,5,0,0,0,9,0,0,23,0,16,0,0,0,0,7,0,0,0
"ASV_354",0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,19,14,31,18,41,26,35,36,16,30,7,11,16,9,3,5
"ASV_355",3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,9,14,23,23,23,16,36,19,7,7,16,32,21,38,32,14,17
"ASV_356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,7,0,0,0,0,0,0,4,0,0,0
"ASV_358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASV_360",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,3,8,17,6,0,10,47,35,18,62,13,15,11,38,6
"ASV_361",0,0,1,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,8,15,26,3,37,0,0,10,20,13,0,24,46,6,21,112,11
"ASV_362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,28,49,17,18,9,36,8,10,25,23,6,25,13,16,27
"ASV_363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,0,17,28,15,0,32,43,0,23,43,30,22,0,19,0
"ASV_364",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,21,27,55,33,16,42,23,18,5,13,28,11,29,16,33,0,19
"ASV_365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,18,27,0,0,0,16,0,0,21,0,0,0
"ASV_367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,24,49,15,29,21,21,35,30,35,29,0,0,24,47
"ASV_369",0,0,14,13,16,31,17,14,15,22,19,14,0,0,2,8,3,11,0,12,0,13,0,16,23,21,17,0,23,0,8,0,11,0,0
"ASV_371",27,9,14,21,9,6,21,35,17,6,30,43,14,25,11,0,10,27,0,6,7,9,1,0,0,3,7,0,0,0,0,0,0,0,0
"ASV_372",0,22,0,10,8,0,23,19,7,0,16,0,0,29,0,18,18,0,22,0,0,8,15,28,0,0,0,34,0,0,0,0,24,4,13
"ASV_373",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,25,24,20,21,10,13,0,24,18,25,41,66,0,19,21,25,0
"ASV_374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,30,15,21,17,27,17,38,0,24,23,18,27,23,28,13
"ASV_375",147,0,0,0,0,0,69,0,0,0,12,0,0,23,0,0,0,0,0,0,21,46,0,25,0,0,0,0,0,0,0,0,50,0,0
"ASV_376",13,15,59,22,0,0,10,3,8,15,0,0,25,25,14,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_377",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,4,0,0,0,0
"ASV_380",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,26,0,0,14,30,28,0,0,0,33,0,0,0,29,27,42
"ASV_381",8,0,5,5,6,0,5,6,14,0,12,0,0,0,0,0,23,16,3,3,0,35,2,84,40,0,0,11,7,0,10,11,37,0,10
"ASV_384",0,0,0,6,8,0,0,0,0,36,0,0,0,0,0,0,0,0,3,3,0,116,58,0,0,26,0,0,39,0,4,0,0,0,0
"ASV_385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,63,47,0,25,41,39,71,0,0,0,0,50,0,0,0
"ASV_387",0,1,0,16,0,0,18,5,1,0,0,0,0,7,0,0,0,0,4,0,0,6,0,4,38,0,0,4,2,0,0,0,0,0,4
