"","kit_germfree1","kit_germfree3","kit_germfree4","kit_microbiota1","kit_microbiota2","kit_microbiota3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC4330753",5.573981,4.426911,6.497891,59.413437,58.536076,60.667368,3290.67273877264,3.4742693560403,0.119303768593508,29.1212037725132,1.93506143639811e-186,1.24292051420013e-183
"LOC4324968",5.801178,4.515986,4.803999,64.120654,68.317535,83.40689,2461.15099821539,3.87579295623481,0.133722047577408,28.9839486191775,1.04843433485209e-184,6.24150859635848e-182
"LOC4341465",30.692761,27.840501,21.121958,411.337411,456.912989,379.51768,12533.4695890547,4.00754237388157,0.139883668577576,28.6491083243151,1.64457912496288e-180,9.55735411478426e-178
"LOC4350698",0.876451,0.647828,0.783937,23.189567,18.123754,18.17236,1118.96493917083,4.72242550591473,0.166211569360607,28.412134751397,1.43192292859496e-177,8.12799414910366e-175
"LOC4332422",11.042097,9.671437,11.49706,301.789935,428.992373,240.032395,7423.25054631847,4.95392793278574,0.177724203693426,27.8742446432973,5.47677416016164e-171,2.84419369577075e-168
"LOC4343921",12.00128,9.000854,12.188735,115.78075,134.371708,108.628649,3732.4831256369,3.47409674383704,0.127033027647487,27.3479803494692,1.14130689376785e-164,5.68510584960932e-162
"LOC4342302",54.331359,49.785326,51.649714,285.34541,254.661205,305.058146,8369.17315866968,2.47895567111785,0.0915426006431874,27.0798038694604,1.7029679108639e-161,7.99346937853196e-159
"LOC4328109",15.229541,13.056534,11.57275,282.826743,429.58846,260.777924,13683.8602894831,4.64793920220485,0.175055868824186,26.5511761097991,2.48913209966558e-155,1.10463156888432e-152
"LOC4330031",11.792955,11.909639,10.591367,76.938538,85.301452,72.881272,1884.80792571421,2.81950066808874,0.108652658704677,25.9496702768433,1.83394651106371e-148,7.46049440700717e-146
"LOC4330713",599.514626,517.093195,525.805332,2515.716452,2465.940979,2285.361212,89901.8975606006,2.18484032796475,0.0872177428323205,25.0504112697022,1.72792553631068e-138,6.39018280155621e-136
"LOC4337884",360.818585,359.681709,392.977403,1457.354291,1502.528198,1710.485794,18059.3155813741,2.10731392341562,0.0843447081503645,24.984542238961,9.00178685808441e-138,3.18428425553803e-135
"LOC9271011",0.340447,0.269954,0.378176,24.957913,30.707067,36.647972,775.119091339667,6.57605963632226,0.264834351067197,24.8308409004454,4.16513866391834e-136,1.39263978779341e-133
"LOC9269310",13.663545,11.985863,10.327472,76.972414,81.78099,76.881766,2727.98357298655,2.75189256118046,0.114923219487776,23.945487895709,1.0296497422539e-126,3.14146136361664e-124
"LOC4352143",78.461518,60.038227,72.206701,495.444218,485.413815,631.842702,19367.0548203496,2.97609157563763,0.126233368890169,23.5761082969037,6.77818218778788e-123,1.99327555228345e-120
"LOC4336013",19.33797,16.426203,19.30287,75.814703,80.851605,73.773626,3211.73087692358,2.10502583861893,0.0901011058821127,23.362930099583,1.01836055752953e-120,2.8902493590908e-118
"LOC9272622",24.311229,23.477242,27.038993,214.277255,272.630771,344.549869,5519.49666662749,3.51178306605023,0.150706725260043,23.3020992261008,4.22124000279694e-120,1.18427616078469e-117
"LOC4339526",970.618753,1083.042568,1067.8711,4260.694705,5243.461561,4790.525855,44628.2911883042,2.23297304314451,0.0958935546129615,23.2859554759135,6.15258546365125e-120,1.70650347723636e-117
"LOC4326268",1.19224,1.171241,1.179134,18.911428,16.778258,28.344674,1791.08314131295,4.21425675858986,0.183758925340959,22.9336166979124,2.14726692186693e-116,5.75939461856353e-114
"LOC4342237",0.171217,0.131843,0.298608,11.496396,14.077292,14.373833,515.643854096028,6.02484595899437,0.262887028723791,22.9180039359208,3.07347701736307e-116,8.15406815649976e-114
"LOC4324958",3.075499,3.110302,3.098147,24.161357,21.508347,21.216857,727.23983011552,2.88739266625187,0.126878384296101,22.757167678881,1.21867843836449e-114,3.13110561301059e-112
"LOC4325031",13.452219,11.618322,13.055666,51.787995,57.696677,50.579831,3232.04763208989,2.10973658841973,0.0927955001195446,22.7353329170256,2.00447510903661e-114,5.09637796472558e-112
"LOC4329759",54.33763,48.938618,56.073585,168.433661,178.070688,168.174806,5216.30596657411,1.73098067539593,0.0765617372360538,22.6089524334983,3.53837043733836e-113,8.72369147823786e-111
"LOC4329468",132.514913,111.861109,107.47401,580.452324,674.863658,578.07219,24235.2429453047,2.4200300625439,0.107162539977236,22.5827986445448,6.39673063311895e-113,1.56131401293167e-110
"LOC4332353",7.812811,6.494845,7.166539,42.86991,42.526448,38.038702,1026.20128379782,2.56334706147833,0.115617832564699,22.1708624406526,6.5640647006469e-109,1.44338460552603e-106
"LOC4330759",65.798652,62.171075,61.567407,304.351467,281.725363,248.186264,8387.12702713491,2.17768851285957,0.098360032106671,22.1399735870143,1.30312987586822e-108,2.83989232233854e-106
"LOC4330574",8.84496,7.481543,7.373371,38.328027,43.164117,37.917977,2144.90073349076,2.37396243527303,0.108170505277928,21.9464855893341,9.35607797736959e-107,1.98576653279684e-104
"LOC4341933",9.817895,9.327427,5.818994,135.907722,116.903011,166.42006,4509.06917307474,4.10833366288041,0.188231252886313,21.8259911671615,1.3145683948072e-105,2.71915130342831e-103
"LOC4343492",21.07865,17.252498,22.149662,296.438989,418.89972,225.935499,13005.1874165396,4.00081318457031,0.183310349983436,21.8253534780323,1.33303125074552e-105,2.73417031665518e-103
"LOC4324947",0.695185,0.463038,0.663801,6.737838,8.327711,7.549113,544.823636344368,3.66767593765639,0.16961310343575,21.6237770747808,1.07324301042961e-103,2.11255769343273e-101
