"","kit_germfree1","kit_germfree3","kit_germfree4","kit_microbiota1","kit_microbiota2","kit_microbiota3","MH63_germfree2","MH63_germfree3","MH63_microbiota1","MH63_microbiota3","Kit_microbiota_vs_germfree_log2FoldChange","Kit_microbiota_vs_germfree_pvalue","Kit_microbiota_vs_germfree_padj","MH63_microbiota_vs_germfree_log2FoldChange","MH63_microbiota_vs_germfree_pvalue","MH63_microbiota_vs_germfree_padj"
"LOC4328633",459.083328734904,325.470591562339,381.209842310861,718.739204188799,730.488886675101,916.336884216335,54.0918878118353,44.2079972058041,144.431345996874,148.591556421356,1.02020193464925,3.72336703192067e-10,2.52654830456268e-09,1.57425590668093,1.00302768144198e-05,6.86797488189084e-05
"LOC4336188",105.942306631132,116.153073568716,91.0478864447817,302.120629337728,231.797590855563,232.984633444335,101.422289647191,107.362278928381,428.708915895482,354.921546195011,1.29802721260785,4.09136218876486e-10,2.76779291306465e-09,1.90678627545422,7.90981484722814e-14,1.57720998653294e-12
"LOC9267195",516.763029011854,338.779797908754,403.333627802117,965.054112183889,781.09258608723,1280.37537397311,178.69641509267,191.567987891818,715.27904684166,507.758575656978,1.26487646099282,4.12637233465048e-10,2.78915801562306e-09,1.72217033440049,1.57507501451926e-11,2.52842186265753e-10
"LOC4325812",250.730125693679,216.577085091668,297.820189305361,559.019381035732,461.962804310734,637.58741205972,36.7052095866025,19.9988558788161,102.018966616839,91.70221767718,1.10998103663375,4.34220589842667e-10,2.930988981438e-09,1.76633442123857,0.000341130588025866,0.00167203623535694
"LOC9266153",10.5942306631132,12.0992784967412,3.40365930634698,89.4815876700914,97.1264553232815,48.885168624481,13.5229719529588,0,6.87768314270827,0.849094608122037,3.22816000560117,4.4657425281782e-10,3.01187741441761e-09,-0.831520854263304,0.696455090568067,0.812669599688707
"LOC9266659",3407.8108633014,2338.79053342008,2211.52763429895,38920.6419660523,23713.5464954842,11102.1338276108,278.186851603724,291.562267285898,4837.30381037148,4900.9740780804,3.21192651689969,4.48099008713917e-10,3.02049174390756e-09,4.09580792701324,2.20264087005667e-204,3.06070715399812e-201
"LOC4326895",135.370725139779,157.290620457636,145.506435346333,290.574618025458,324.02691397767,286.03024195175,78.2400520135475,87.3634230495652,121.505735521179,151.987934853845,1.04135766842088,4.55992873626891e-10,3.07200498467711e-09,0.727758340856714,0.0325967955740913,0.0838122534981811
"LOC4346404",37.6683756910691,58.0765367843578,45.0984858090975,148.173811840797,152.627286936585,132.093966283172,4.82963284034244,3.15771408612886,29.8032936184025,7.64185147309833,1.62484630035223,4.60811126242035e-10,3.1036087111798e-09,2.21285537924414,0.0618402581357143,0.14199054622858
"LOC4339109",17.6570511051886,16.9389898954377,10.2109779190409,70.238235482975,84.0674361201512,78.0082478050228,4.82963284034244,2.10514272408591,13.7553662854165,5.94366225685426,2.40248197511878,5.00347717185535e-10,3.36432150993513e-09,1.48715464528232,0.262845645944837,0.422963953919968
"LOC4348342",1762.17370029783,966.732351889623,1383.58750803005,2874.95681675519,2784.01965636734,3239.94255883528,0,0,471.121295275517,606.253550199134,1.11331273818512,5.21813433653257e-10,3.49997864484988e-09,11.50542195136,4.48391072686e-15,9.9293612739321e-14
"LOC4351352",170.684827350157,225.046580039387,178.692113583216,362.737188727145,504.404616720907,673.991261035397,221.197184087684,197.883416064075,218.93958004288,135.855137299526,1.42485920617616,5.24321721604804e-10,3.51583642333243e-09,-0.245904605215517,0.458282144313264,0.620711965550825
"LOC9267422",50.6168798348741,37.5077633398978,19.5710410114951,139.514303356594,142.016833834042,156.016495610046,0,0,0,0,2.0456565040691,5.60993762405711e-10,3.75040694406973e-09,0,0,0
"LOC4332406",129.48504143805,140.351630562198,128.488138814598,371.396697211347,301.173630372192,254.826942829741,114.94526160015,99.9942793940806,104.311527664409,90.853123069058,1.22133580158988,5.62588721322172e-10,3.76003984392979e-09,-0.142704543910746,0.67382925201592,0.796027936241761
"LOC107276231",3.53141022103773,1.20992784967412,4.25457413293372,49.0705480771469,50.6036994121299,44.7247287415464,0,0,0,0,3.9506920288779,5.65781768428115e-10,3.78034530626702e-09,0,0,0
"LOC9270343",143.610682322201,56.8666089346837,79.985993699154,423.353748116561,257.915629261823,375.479699434843,0,0,0,0,1.91531281957343,5.73363719776088e-10,3.82681478597068e-09,0,0,0
"LOC9266472",98.8794861890563,123.41264066676,82.5387381789142,252.087913651225,284.033667668084,224.663753678466,239.549788880985,248.406841442137,316.37342456458,284.446693720882,1.33023957247673,6.1767621990768e-10,4.10796762275386e-09,0.298744836181754,0.178864545864145,0.317921751734231
"LOC107276116",28.2512817683018,33.8779797908754,23.8256151444288,91.405922888803,119.163550228564,110.251656897766,0.965926568068488,3.15771408612886,59.606587236805,57.7384333522985,1.9141924133264,6.32096343298157e-10,4.20158157604069e-09,4.85538645239992,2.07270877908295e-07,1.9273330943267e-06
"LOC107275570",10.5942306631132,10.8893506470671,7.6582334392807,139.514303356594,35.9123028086083,133.134076253906,66.6489331967257,65.2594244466631,384.003975467878,223.311881936096,3.41518654830066,6.34441181866296e-10,4.21487217392285e-09,2.19962923151812,2.6592191747771e-09,3.26462837729538e-08
"LOC107276754",72.9824779014463,60.4963924837061,79.1350788725672,210.714706448925,201.598608948324,160.17693549298,0,0,0,0,1.42374530456298,6.81939032195659e-10,4.51444749059713e-09,0,0,0
"LOC4330556",144.787819062547,119.782857117738,145.506435346333,283.839444759967,288.114611169062,392.121458966581,53.1259612437668,44.2079972058041,56.1677456654509,23.774649027417,1.22854829074747,7.6608451491201e-10,5.05230771142187e-09,-0.296587167152127,0.629743935595792,0.763543486944497
"LOC4343450",5426.60037299464,4036.31930651287,4112.47135689374,9457.14543235837,6988.20765107509,11070.9305284888,564.101115751997,623.122246329429,742.789779412493,911.078514514946,1.01929718715646,9.03944185476848e-10,5.92944629914509e-09,0.480082581459082,0.01170306790691,0.0358959113387435
"LOC4337232",184.810468234308,135.511919163502,141.2518612134,350.229009805519,310.96789477454,464.929156917936,237.617935744848,193.673130615903,238.42634894722,231.802828017316,1.2870130203294,9.86773264216959e-10,6.46234554145628e-09,0.12331749558454,0.624458742003062,0.759330081544195
"LOC4325799",178.924784532578,168.179971104703,124.233564681665,329.061322399691,328.107857478648,381.720359259245,89.8311708303694,96.8365653079517,216.647018995311,255.577477044733,1.14740392011358,1.02704761369334e-09,6.7134917394288e-09,1.34166294816072,2.73869192523018e-06,2.07884389121347e-05
"LOC4324774",124.776494476666,88.3247330262109,100.407949537236,221.298550151839,253.018497060649,268.348372449279,222.163110655752,159.990847030529,327.836229802428,226.708260368584,1.24515553155617,1.04388526337493e-09,6.81807640044295e-09,0.533159292029341,0.0955277363908262,0.197992743840518
"LOC4350708",21.1884613262264,9.67942279739297,19.5710410114951,80.822079185889,77.5379265185861,93.6098973660274,82.1037582858215,122.098277996983,60.7528677605897,54.3420549198104,2.30410925993086,1.15238934579821e-09,7.48868987013914e-09,-0.828048168619471,0.0474503866153542,0.11437168751292
"LOC107278593",57.6797002769495,58.0765367843578,44.2475709825107,137.589968137882,160.789173938542,149.775835785644,9.65926568068488,14.7359990686014,77.9470756173604,19.5291759868068,1.49782024283929,1.17520778919528e-09,7.6308783502736e-09,1.9931400565533,0.0217105168203695,0.0601257997592519
"LOC112936998",136.547861880125,118.572929268064,136.146372253879,275.179936275765,347.696386283344,257.947272741942,4.82963284034244,1.05257136204295,34.3884157135413,18.6800813786848,1.17095130800594,1.24793156759634e-09,8.09447613656431e-09,3.1494462865111,0.00409972119919979,0.0147681629004875
"LOC4327761",512.05448205047,402.905973941483,459.494006356842,732.20955071978,1372.01320502888,1195.08635637295,63.7511534925202,85.2582803254793,256.766837327775,258.973855477221,1.26356857045564,1.30115593235019e-09,8.42627062796591e-09,1.79384970157755,2.40239735649687e-09,2.95914129789446e-08
"LOC9266864",138.902135360817,99.214083673278,144.655520519747,276.142103885121,284.033667668084,350.517060137236,368.018022434094,457.868542488685,216.647018995311,170.668016232529,1.24336259440339,1.34226816390684e-09,8.67180554384284e-09,-1.09586593193326,2.09012316471027e-05,0.00013489029991583
"LOC4331861",36.4912389507232,33.8779797908754,29.7820189305361,122.195286388189,97.1264553232815,116.492316722167,131.366013257314,179.989702909345,346.176718182983,288.692166761493,1.75099932296228,1.35952152404647e-09,8.76934496800378e-09,1.02779535737027,0.000284400190535159,0.00142226272367588
"LOC4348786",9101.62127635456,9399.92946411825,10822.7856793568,18422.6232163359,15348.4285071791,27094.8647376113,2817.60779905578,2838.78496342985,1907.41079157776,1642.14897210802,1.05338727737998,1.3663865405905e-09,8.80897059765791e-09,-0.673166156930291,1.87480735229864e-06,1.4671802838316e-05
"LOC4324872",1724.50532460676,964.312496190275,1398.05306008202,2460.26257712284,3925.86764794104,3244.10299871822,79.205978581616,50.5234253780618,535.31300460746,335.392370208205,1.2365228655677,1.41356937205749e-09,9.09633567972033e-09,2.74172594254674,6.85968487487932e-14,1.37769985386804e-12
"LOC4349457",72.9824779014463,89.534660875885,99.5570347106491,196.282192308588,231.797590855563,209.062104117461,367.052095866025,363.137119904819,114.628052378471,86.6076500284478,1.27573202647232,1.4195522155124e-09,9.12761603694065e-09,-1.86733157948617,2.47747746327379e-12,4.26329384218005e-11
"LOC4333167",4.70854696138363,3.62978354902236,2.55274447976023,31.7515311087421,67.7436621162384,58.2461583610837,0,0,0,0,3.89080533046363,1.52708544270006e-09,9.78553465093807e-09,0,0,0
"LOC4349962",29.4284185086477,35.0879076405495,39.992996849577,110.649275075919,111.817851926803,117.532426692901,114.94526160015,132.623991617412,48.1437819989579,67.927568649763,1.69122575965467,1.53671488675608e-09,9.84465536901375e-09,-1.08410682693802,0.00504979222014196,0.0176002555934184
"LOC4337130",283.689954423364,260.134487679936,157.419242918548,712.004030923308,468.492313912299,946.50007336761,40.5689158588765,15.7885704306443,48.1437819989579,47.5492980548341,1.60416071507809,1.60349211768609e-09,1.02562986395393e-08,0.75910168603607,0.245354437308753,0.402164936942311
"LOC4352859",819.287171280752,619.48305903315,723.277602598733,1135.35777903987,1592.3841540817,1906.52157635476,226.992743496095,249.45941280418,566.262578749648,470.398412899608,1.0996048740641,1.70813705076921e-09,1.09141908730824e-08,1.12029377846825,2.8778914072166e-07,2.61266474710684e-06
"LOC107277839",1.17713674034591,0,0.850914826586744,57.7300565613493,68.559850816434,69.6873680391537,0,0,6.87768314270827,16.9818921624407,6.54443420363217,1.81270511864774e-09,1.15430489266773e-08,6.01388935525732,0.00392550371629131,0.014249097816213
"LOC4343844",188.341878455345,246.825281333521,182.095772889563,495.516318818248,456.249483409364,370.279149581175,55.0578143799038,75.7851380670927,46.9975014751732,41.6056357979798,1.10371101617552,1.83478175136552e-09,1.16653693637222e-08,-0.563637573888201,0.22658434916364,0.379040226708683
"LOC4332167",3.53141022103773,20.5687734444601,11.9128075722144,142.400806184662,458.698049509951,261.067602654143,0,0,426.416354847913,680.973875713874,4.58396009033873,1.88797205359766e-09,1.19910543544657e-08,11.5453634244682,5.94780508418512e-15,1.29390949546661e-13
"LOC4324796",50.6168798348741,70.175815281099,72.3277602598733,182.811845777606,152.627286936585,210.102214088195,152.616397754821,139.991991151713,567.408859273432,569.742482049887,1.48993218009047,1.89325092368991e-09,1.20214538359582e-08,1.95763122265501,3.65718405573748e-21,1.23948434620749e-19
"LOC4335083",8.23995718242136,8.46949494771885,11.9128075722144,53.881386123926,67.7436621162384,61.3664882732846,0,0,0,0,2.6545099943582,2.06667393236637e-09,1.30716189015803e-08,0,0,0
"LOC4343262",1.17713674034591,0,3.40365930634698,69.2760678736191,25.3018497060649,88.4093475123592,0,0,0,0,5.1679517256085,2.10749318668274e-09,1.32993802908219e-08,0,0,0
"LOC9267140",100.056622929402,117.36300141839,109.76801262969,225.147220589262,244.040421358497,229.864303532134,0,0,0,0,1.09608060390098,2.14465155230858e-09,1.35192807563915e-08,0,0,0
"LOC107275697",3.53141022103773,0,3.40365930634698,42.3353748116561,44.0741898105647,48.885168624481,0,0,0,0,4.21899887761056,2.41902143851311e-09,1.51704715496475e-08,0,0,0
"LOC107280422",4.70854696138363,0,0,54.8435537332818,33.4637367080214,97.770337248962,60.8533737883147,48.4182826539759,8.02396366649298,11.0382299055865,5.41949351007518,2.43963806563465e-09,1.52879809771529e-08,-2.50552518646383,0.000101708363660862,0.00056222825690501
"LOC107276223",7.06282044207545,2.41985569934824,0,253.050081260581,107.736908425825,274.58903227368,0,0,0,0,6.12345808219297,2.49528212576384e-09,1.56166272117036e-08,0,0,0
"LOC4343430",2.35427348069182,2.41985569934824,2.55274447976023,26.940693061963,48.9713220117386,96.7302272782283,0,0,0,0,4.55048047850774,2.6116810375508e-09,1.6307472694945e-08,0,0,0
"LOC4326956",111.827990332861,84.6949494771885,93.6006309245419,193.39568948052,255.467063161236,287.070351922484,62.7852269244517,47.3657112919329,46.9975014751732,53.4929603116883,1.34335791086567,2.62310925166838e-09,1.63704552837438e-08,-0.131340647487437,0.778417855236941,0.867844959155697
"LOC9267886",85.9309820452513,124.622568516435,110.618927456277,239.5797347296,231.797590855563,279.789582127349,40.5689158588765,15.7885704306443,34.3884157135413,18.6800813786848,1.22355248338868,2.69201434805053e-09,1.67661868352175e-08,-0.098376520858322,0.899333528597301,0.940315317723831
"LOC4326963",12.948504143805,3.62978354902236,17.8692113583216,90.4437552794472,65.2950960156514,85.2890176001583,0.965926568068488,2.10514272408591,12.6090857616318,7.64185147309833,2.76160835617617,2.74147921618048e-09,1.7052503748352e-08,2.72583887259314,0.0670750335863795,0.15123586245128
"LOC4345222",62.3882472383332,96.7942279739297,77.4332492193937,276.142103885121,177.92913664265,217.38298388333,5.79555940841093,2.10514272408591,35.5346962373261,21.2273652030509,1.50486868722362,3.02114429849383e-09,1.87110099055157e-08,2.82675449070041,0.00401973995082996,0.0145247648832768
"LOC4341060",80.0452983435218,70.175815281099,100.407949537236,227.071555807974,189.355778445389,205.94177420526,69.5467129009311,111.572564376553,83.678478236284,73.8712309066172,1.30056872661048,3.29225459053901e-09,2.03539387147609e-08,-0.201206815787628,0.632735764542241,0.765709462936406
"LOC4341004",131.839314918742,145.191341960895,171.033880143936,288.650282806746,367.284915088039,306.832441366423,231.822376336437,178.937131547302,168.503236996353,112.929582880231,1.09921631045735,3.30456539944821e-09,2.0419704372084e-08,-0.551645964581684,0.102276142718069,0.208902662475961
"LOC107278004",174.216237571194,187.538816699489,199.964984247885,341.569501321317,404.829595297039,564.779714108365,39.602989290808,71.5748526189209,95.1412834741311,63.6820956091528,1.21988255303476,3.33985209378422e-09,2.06220869985037e-08,0.512672913421723,0.312085436996224,0.477700207968127
"LOC4351100",111.827990332861,104.053795071974,138.699116733639,249.201410823158,259.548006662214,260.027492683409,165.173443139711,189.462845167732,381.711414420309,326.901424126984,1.10755160909616,3.59690144427441e-09,2.21364524588628e-08,0.997712617050783,3.5584749891235e-05,0.000218853594559289
"LOC9271786",193.050425416729,185.118961000141,182.095772889563,312.704473040642,388.505821293126,421.244538147123,0,0,0,0,1.0031402783844,3.82510186916002e-09,2.34757572095695e-08,0,0,0
"LOC4340900",155.38204972566,158.50054830731,153.164668785614,268.444763010274,356.674461985496,341.156070400633,0,0,0,0,1.0504228197888,3.82722912310289e-09,2.34829081037444e-08,0,0,0
"LOC4336556",127.130767957358,107.683578620997,131.891798120945,231.882393854753,274.239403265736,300.591781542021,76.3081988774105,82.1005662393504,221.232141090449,171.517110840651,1.13292282379839,3.84359442434724e-09,2.35773944984839e-08,1.30746102252189,4.6006891997511e-05,0.000276078604529193
"LOC9268563",125.953631217012,111.313362170019,146.35735017292,250.163578432514,365.652537687648,290.190681834685,0,0,0,0,1.23599089566424,4.19486077160008e-09,2.56226630913951e-08,0,0,0
"LOC4351824",11.7713674034591,24.1985569934824,5.95640378610721,63.5030622174842,140.384456433651,101.930777131896,25.1140907697807,4.21028544817182,38.9735378086802,83.2112715959596,2.90540987961935,4.28213382468236e-09,2.61034771210907e-08,2.05500017864818,0.0199528631356052,0.0562174637047154
"LOC107277833",0,0,0,32.7136987180979,25.3018497060649,67.6071480976864,0,0,0,0,7.73356944671126,4.29423103606115e-09,2.61641515547131e-08,0,0,0
"LOC107276568",202.467519339496,252.874920581891,204.219558380819,540.738196457972,419.52099190056,398.362118790983,0,0,0,0,1.04505494508459,4.46822624569448e-09,2.71429731719539e-08,0,0,0
"LOC4346078",75.3367513821381,90.7445887255591,70.6259306066998,208.790371230213,176.296759242259,183.05935484912,6.76148597647941,4.21028544817182,18.3404883805554,12.7364191218306,1.2689697765026,4.48393794321582e-09,2.72248650044805e-08,1.49173866389261,0.145201080940632,0.271990532694673
"LOC4347280",34.1369654700313,61.7063203333802,57.8622082078986,151.060314668864,166.502494839911,145.615395902709,9.65926568068488,7.36799953430068,45.8512209513885,56.0402441360544,1.58665138380906,4.69025455273697e-09,2.84351050976662e-08,2.57992513526333,0.000114277286228956,0.000625332735596448
"LOC4327705",62.3882472383332,47.1871861372907,47.6512302888577,127.006124434968,150.178720835998,183.05935484912,94.6608036707118,89.4685657736511,269.375923089407,178.309867705628,1.55269483511724,4.76174083914169e-09,2.88398437721515e-08,1.27769794472973,0.00017005179817155,0.000896127430374041
"LOC107276375",296.638458567169,169.389898954377,170.182965317349,493.591983599536,537.052164728733,491.972016157011,0,0,0,0,1.26311127843786,5.14321993207364e-09,3.10347866754149e-08,0,0,0
"LOC107277123",8.23995718242136,7.25956709804473,9.36006309245419,57.7300565613493,43.2580011103691,172.658255141784,0,0,0,0,3.44753676937533,5.42487071484182e-09,3.26455237691961e-08,0,0,0
"LOC9267869",891.092512441853,435.574025882684,434.817476385826,2258.20737915811,2521.20689490434,2540.98865850228,9.65926568068488,4.21028544817182,112.335491330902,62.8330010010307,2.05582768943327,5.71862235711999e-09,3.43117341427199e-08,3.64276314317824,1.47833215068714e-07,1.41366704112805e-06
"LOC4340799",320.181193374087,396.856334693112,387.166246096969,898.664547138337,574.596844937733,930.898423806606,128.468233553109,161.043418392572,132.968540759027,88.3058392446918,1.12057468951819,5.73921567495968e-09,3.44183725293405e-08,-0.393075234118659,0.280866769632385,0.443502193837842
"LOC107276507",32.9598287296854,19.3588455947859,22.1237854912554,88.5194200607356,89.7807570215207,106.091217014831,0,0,0,0,1.93851948414544,5.81719275650247e-09,3.48688705306268e-08,0,0,0
"LOC4339425",1008.80618647644,805.811947882965,930.049905459312,1594.3117287026,1567.08230437563,2495.22381979,1087.63331564512,1147.30278462682,1630.01090482186,1657.43267505422,1.04254451696555,6.29814182019514e-09,3.7622380212267e-08,0.557035553130329,2.81499098679271e-05,0.000176546388178737
"LOC4324459",5231.19567409722,3593.48571353214,3464.92517386122,11993.4192506203,13751.9634095964,21752.8599279233,311.994281486122,702.06509848265,114.628052378471,28.0201220680272,1.95048368004624,8.68776691403756e-09,5.10228620880242e-08,-2.83306605959553,0.00589501646895251,0.0200771907405363
"LOC107279186",71.8053411611004,47.1871861372907,58.7131230344854,177.038840121471,135.487324232477,202.821444293059,15.4548250890958,4.21028544817182,3.43884157135413,2.54728382436611,1.53277945303159,8.88616115384603e-09,5.21378416930466e-08,-1.73052992878668,0.215794568887288,0.365822390398099
"LOC4330391",150.673502764276,76.2254545294697,87.6442271384347,339.645166102605,239.959477857519,336.995630517699,39.602989290808,43.1554258437611,66.4842703795133,129.06238043455,1.54555754122148,9.36857346163869e-09,5.48364846646708e-08,1.24710151392536,0.0133609333801371,0.0401967025494706
"LOC4335065",125.953631217012,123.41264066676,83.3896530055009,261.709589744783,232.613779555758,293.311011746886,13.5229719529588,5.26285681021477,4.58512209513885,1.69818921624407,1.25172834487882,9.7414417618442e-09,5.69370475390549e-08,-1.61455673721624,0.247105171577778,0.404259696813005
"LOC4346668",88.2852555259431,89.534660875885,115.724416415797,209.752538839569,213.841439451258,252.746722888274,13.5229719529588,6.31542817225772,26.3644520470484,13.5855137299526,1.19384078235794,1.02370824805431e-08,5.96910437613701e-08,0.995876621896323,0.28458866517939,0.447282609425517
"LOC9266987",260.147219616446,117.36300141839,181.244858062977,500.327156865027,572.964467537341,426.445088000791,34.7733564504656,31.5771408612886,35.5346962373261,31.4165005005154,1.42499892333649,1.04253449709767e-08,6.06872931198661e-08,0.00972669911107936,0.986033238541217,0.991537365669193
"LOC4338539",230.718801107798,147.611197660243,159.121072571721,427.202418553985,357.490650685692,624.065982440183,180.628268228807,156.8331329444,292.301533565101,258.973855477221,1.39058748492565,1.06851306495919e-08,6.21254570974845e-08,0.70560301433527,0.00493997902054214,0.0172798227759146
"LOC4334975",7.06282044207545,6.04963924837061,9.36006309245419,50.9948832958585,186.907212344802,40.5642888586119,0.965926568068488,0,16.047927332986,41.6056357979798,3.61955173673852,1.18712352879333e-08,6.86130975391605e-08,5.84978232294906,0.000716536224762999,0.00324653553803867
"LOC4346150",193.050425416729,168.179971104703,214.43053629986,456.067446834659,540.316919529516,324.514310868895,0,0,0,0,1.19697347994891,1.2190961897752e-08,7.04276918343979e-08,0,0,0
"LOC4340438",45.9083328734904,45.9772582876166,51.0548895952047,140.47647096595,121.612116329151,124.813196488037,51.1941081076298,26.3142840510738,59.606587236805,45.85110883859,1.43112966150285,1.24166680263981e-08,7.16976657649217e-08,0.437520475739309,0.442704389763917,0.607308366608328
"LOC4352759",81.2224350838677,79.855238078492,100.407949537236,195.320024699232,214.657628151454,187.219794732055,23.1822376336437,26.3142840510738,251.035434708852,298.032207450835,1.18442523538647,1.2509979040564e-08,7.22023098657096e-08,3.47525309575145,6.19795153622246e-23,2.33557722889549e-21
"LOC4347324",45.9083328734904,35.0879076405495,43.396656155924,137.589968137882,132.222569431694,102.97088710263,8.69333911261639,11.5782849824725,53.8751846178814,34.8128789330035,1.58164674641197,1.26941285272917e-08,7.31786228375378e-08,2.1271668529581,0.00231882134162541,0.00903036519326638
"LOC4324548",50.6168798348741,50.8169696863131,28.9311041039493,171.265834465336,134.671135532281,120.652756605102,27.0459439059177,41.0502831196752,73.3619535222215,75.5694201228613,1.72815234192879,1.28031222258175e-08,7.37895176594462e-08,1.13260174744205,0.0183171101355589,0.0524455506552212
"LOC4347237",9.41709392276727,7.25956709804473,11.9128075722144,49.0705480771469,57.9493977138906,66.5670381269528,4.82963284034244,4.21028544817182,6.87768314270827,5.94366225685426,2.57758730292075,1.37352345852033e-08,7.88451565747042e-08,0.499916331596356,0.700753373349712,0.815869802559915
"LOC107276808",34.1369654700313,15.7290620457636,11.0618927456277,125.081789216257,70.1922282168253,229.864303532134,0,0,0,0,2.81754127413612,1.49152249700456e-08,8.53577517160315e-08,0,0,0
"LOC107281872",47.0854696138363,36.2978354902236,44.2475709825107,97.178928544938,164.053928739324,161.217045463714,58.9215206521777,63.1542817225772,97.4338445217005,138.402421123892,1.72491646848429,1.4978870247497e-08,8.57018905299831e-08,0.954979332869807,0.0147416210778583,0.0436186400617546
"LOC107277591",0,0,0,54.8435537332818,32.6475480078257,19.7620894439391,0,0,0,0,7.51118148444116,1.57447935078896e-08,8.99786747695084e-08,0,0,0
"LOC4348661",121.245084255629,119.782857117738,106.364353323343,211.676874058281,261.996572762801,257.947272741942,72.4444926051366,81.0479948773074,199.45281113854,101.042258366522,1.0792047236116,1.57803594150382e-08,9.01397174355842e-08,0.964474834087179,0.0293464246938279,0.0769068858951537
"LOC4346744",128.307904697704,141.561558411872,145.506435346333,284.801612369323,247.30517615928,327.634640781096,26.0800173378492,22.103998602902,51.582623570312,50.0965818792002,1.04502257625003,1.64428473078554e-08,9.37484272576817e-08,1.07548100152952,0.0448552186914376,0.109157756670769
"LOC4341565",42.3769226524527,13.3092063464153,11.0618927456277,136.627800528527,132.222569431694,104.010997073364,63.7511534925202,91.573708497737,213.208177423956,237.74649027417,2.50392164325378,1.72152363863947e-08,9.80376784225669e-08,1.54141182421135,2.24636245799709e-06,1.73474736118963e-05
"LOC4332163",78.8681616031759,61.7063203333802,65.5204416471793,157.795487934355,159.972985238346,222.583533736998,27.0459439059177,22.103998602902,100.872686093055,108.684109839621,1.38999234442137,1.86912749361551e-08,1.05998289647229e-07,2.09072709834283,2.21946316541854e-06,1.71576232812066e-05
"LOC107279381",58.8568370172954,32.6680519412013,14.4655520519747,217.449879714416,123.244493729542,193.460454556457,0,0,0,0,2.35161629377747,1.9111217541496e-08,1.08279154538727e-07,0,0,0
"LOC4352164",233.07307458849,228.676363588409,190.604921155431,352.153345024231,505.220805421103,470.129706771604,37.671136154671,47.3657112919329,161.625553853644,124.816907393939,1.0294641316516,1.95115795097545e-08,1.10419344464199e-07,1.75117373584799,7.59637411744908e-06,5.29104591958789e-05
"LOC9267829",11.7713674034591,14.5191341960895,6.80731861269395,55.8057213426376,54.6846429131081,123.773086517303,0,0,0,0,2.84701921392074,1.97112770496136e-08,1.11523609232028e-07,0,0,0
"LOC4341942",2415.4845911898,2435.58476139401,1706.08422730642,5596.92898362281,6106.7238548638,9671.9826178521,1209.34006322175,1104.14735878306,4021.15207743677,3721.58166739889,1.70502537111306,1.98005806840045e-08,1.11976963237994e-07,1.74223973374173,9.21857729323357e-39,7.21678270987542e-37
"LOC4349410",69.4510676804086,64.1261760327285,64.6695268205926,172.228002074692,159.972985238346,142.495065990508,23.1822376336437,8.42057089634363,29.8032936184025,28.0201220680272,1.26171513882907,2.10182042512554e-08,1.18396568050921e-07,0.864998580638633,0.2750022615145,0.437214004801046
"LOC4335485",10.5942306631132,12.0992784967412,14.4655520519747,94.2924257168705,57.9493977138906,54.0857184781492,11.5911188168219,26.3142840510738,16.047927332986,6.7927568649763,2.45992244424015,2.33361979399525e-08,1.30880036608079e-07,-0.74461285032286,0.437457200952978,0.602452053319349
"LOC9267555",47.0854696138363,41.1375468889201,34.0365930634698,103.914101810429,122.428305029346,127.933526400237,27.0459439059177,27.3668554131168,59.606587236805,45.85110883859,1.54525252118618,2.68067156520834e-08,1.49280929873614e-07,0.950489393017582,0.072203851250931,0.159786193688951
"LOC107278690",228.364527627106,186.328888849815,259.529022108957,448.370105959813,523.176956825407,386.920909112913,4.82963284034244,9.47314225838658,2.29256104756942,5.94366225685426,1.00747383893673,3.05661989491274e-08,1.694820045321e-07,-0.769637426557142,0.577392699678177,0.722406971972139
"LOC4324194",286.044227904056,165.760115405355,156.568328091961,490.705480771469,428.499067602713,536.696744898557,58.9215206521777,44.2079972058041,205.184213757463,230.104638801072,1.26240767063107,3.33332618820688e-08,1.84194871501617e-07,2.07590872200627,4.62148215692496e-10,6.23479446571072e-09
"LOC9269996",796.92157321418,682.399307216205,1061.09078875367,1579.87921456226,1452.81588634824,2157.18807930156,475.235871489696,446.290257506212,146.723907044443,109.533204447743,1.02815987657762,3.33404188091668e-08,1.84194871501617e-07,-1.85391632067755,1.93650674342077e-13,3.73411573516687e-12
"LOC9270250",57.6797002769495,39.927619039246,30.6329337571228,98.1410961542938,184.458646244215,205.94177420526,340.972078528176,248.406841442137,145.577626520658,216.519125071119,1.94021542785763,4.05799631824266e-08,2.22628847236833e-07,-0.698955180729734,0.0298051859246292,0.0778773884901024
"LOC4344078",278.98140746198,222.626724340038,257.827192455784,558.057213426376,701.922282168253,403.562668644651,175.798635388465,185.25255971956,307.203180374303,335.392370208205,1.1324278104378,4.52187534165446e-08,2.46581620507377e-07,0.833258894614087,0.000288848346999085,0.00144248995930608
"LOC4339096",127.130767957358,93.1644444249074,105.513438496756,234.76889668282,209.76049595028,262.107712624877,210.57199183893,179.989702909345,138.69994337795,178.309867705628,1.11577200267964,4.53501036139067e-08,2.47242646640213e-07,-0.297588450457911,0.307977512508638,0.473302276602237
"LOC4344709",37.6683756910691,47.1871861372907,37.4402523698168,122.195286388189,122.428305029346,100.890667161163,0,0,0,0,1.50614033553372,4.70423575049264e-08,2.56068211860001e-07,0,0,0
