"","kit_germfree1","kit_germfree3","kit_germfree4","kit_microbiota1","kit_microbiota2","kit_microbiota3","MH63_germfree2","MH63_germfree3","MH63_microbiota1","MH63_microbiota3","Kit_microbiota_vs_germfree_log2FoldChange","Kit_microbiota_vs_germfree_pvalue","Kit_microbiota_vs_germfree_padj","MH63_microbiota_vs_germfree_log2FoldChange","MH63_microbiota_vs_germfree_pvalue","MH63_microbiota_vs_germfree_padj"
"LOC9267999",979.377767967796,998.19047598115,944.515457511286,7028.63438634428,8244.32206067619,8179.42480984933,201.878652726314,168.411417926873,9405.23169765356,4737.94791332097,3.00548662767078,1.82111829293422e-222,1.53275363082546e-219,5.2549561411411,4.62838268879824e-27,2.10005780245003e-25
"LOC107276470",169.507690609811,142.771486261546,97.8552050574756,4763.69183392067,4046.66357557,4422.54759555943,4.82963284034244,10.5257136204295,214.354457947741,149.440651029478,5.02737336388205,9.18976273902868e-215,7.47679096447373e-212,4.57832203426708,1.35682139434708e-16,3.38186211440793e-15
"LOC4330753",549.722857741539,446.463376529751,628.826056847604,6079.93712351944,5914.91951031782,6124.16750767966,368.018022434094,310.508551802671,516.972516226905,410.112695722944,3.4742693560403,1.93506143639811e-186,1.24292051420013e-183,0.447582945696089,0.0527835030024784,0.124499853835572
"LOC4324968",361.380979286194,287.962828222441,293.565615172427,4145.01806110488,4360.89622514532,5318.08228036109,129.434160121177,99.9942793940806,8887.11290090287,9912.33045521666,3.87579295623481,1.04843433485209e-184,6.24150859635848e-182,6.35302248395354,1.701567254637e-282,4.72886809654305e-279
"LOC4341465",1692.72263261742,1570.48634887701,1143.62952693258,23543.2792333276,25823.3942854899,21427.3055070837,231.822376336437,236.828556459665,682.036911651903,568.893387441765,4.00754237388157,1.64457912496288e-180,9.55735411478426e-178,1.41494220909551,9.6142517110493e-12,1.57056324975576e-10
"LOC4350698",92.9938024873268,70.175815281099,81.6878233523275,2542.04682391808,1962.11763527033,1964.76773471584,11.5911188168219,4.21028544817182,25.2181715232637,33.1146897167594,4.72242550591473,1.43192292859496e-177,8.12799414910366e-175,1.87842528001505,0.0302626679877029,0.0788410941376374
"LOC4332422",476.740379840093,427.104530934965,487.574195634205,13533.849593199,18996.7919970536,10617.442581249,102.38821621526,122.098277996983,103.165247140624,73.8712309066172,4.95392793278574,5.47677416016164e-171,2.84419369577075e-168,-0.347774095730427,0.350667166930254,0.518628003340784
"LOC4343921",667.43653177613,513.009408261828,666.266309217421,6689.95138785103,7666.46046093767,6191.77465577735,109.149702191739,84.2057089634363,92.8487224265616,122.269623569573,3.47409674383704,1.14130689376785e-164,5.68510584960932e-162,0.156766759960536,0.672673850240708,0.795000941548037
"LOC4342302",2660.32903318175,2493.66129817836,2483.82037880671,14502.7523758203,12780.6988563636,15293.7770096674,656.830066286572,909.421656805112,2297.14616966456,1823.00612363801,2.47895567111785,1.7029679108639e-161,7.99346937853196e-159,1.39540174762329,2.85581801474591e-10,3.9436895603631e-09
"LOC4328109",1200.67947515283,1053.84715706616,896.864227222429,23157.4500219759,34732.0939481254,21062.2269073562,1381.27499233794,1511.49247589368,2622.68983841942,5252.49924584292,4.64793920220485,2.48913209966558e-155,1.10463156888432e-152,1.44504335139512,0.00289432958005427,0.0109067168734486
"LOC4330031",482.626063541822,498.490274065738,425.457413293372,3268.48336898173,3578.98745035789,3054.80298404469,493.588476282997,502.076539694489,1953.26201252915,2279.81902280767,2.81950066808874,1.83394651106371e-148,7.46049440700717e-146,2.08874583505772,1.94193426836021e-39,1.58150273217775e-37
"LOC4330713",35438.8787048539,31280.2646976251,30531.674892759,154386.528094407,149431.091986619,138342.94698734,8161.11357361065,9052.1137135694,31813.8696571209,23276.2304924494,2.18484032796475,1.72792553631068e-138,6.39018280155621e-136,1.67822383158911,4.85111271631816e-20,1.53420752520486e-18
"LOC4337884",6604.91425008089,6736.87826698551,7065.99671997633,27693.1081324793,28193.6062708581,32061.3898478644,12085.6732196729,11094.1021559327,22331.8371643738,14443.0992841558,2.10731392341562,9.00178685808441e-138,3.18428425553803e-135,0.665736667422605,0.00224360435036483,0.00877432814804946
"LOC9271011",16.4799143648427,13.3092063464153,17.8692113583216,1256.5908978187,1526.27286936585,1820.19244878387,28.9777970420546,7.36799953430068,953.70539578888,1322.04030484601,6.57605963632226,4.16513866391834e-136,1.39263978779341e-133,5.9631356733704,3.21863659304335e-12,5.49193763416216e-11
"LOC9269310",802.80725691591,721.116998405776,596.491293437308,4695.37793365641,4925.6988056807,4626.40914982322,95.6267302387803,83.1531376013934,224.670982661803,306.523153532055,2.75189256118046,1.0296497422539e-126,3.14146136361664e-124,1.57298035581361,4.44882371576678e-07,3.90844084447984e-06
"LOC4352143",4875.70037851275,3818.53229357153,4407.73880171934,31965.1323180191,30924.5736617127,40210.6514685624,3024.31608462244,2968.25124096113,12987.3583344808,13845.3366800379,2.97609157563763,6.77818218778788e-123,1.99327555228345e-120,2.16280162564401,3.57127670506327e-84,8.18558711171873e-82
"LOC4336013",1274.83908979462,1108.2939103015,1249.99388025593,5189.9320848653,5465.19953651003,4982.12675981412,743.763457412736,1045.20336250865,1862.70585115016,1853.57352953041,2.10502583861893,1.01836055752953e-120,2.8902493590908e-118,1.05530279675508,2.08063262714089e-07,1.93389235782706e-06
"LOC9272622",866.372640894589,855.418989719604,946.21728716446,7924.41243065455,9955.86976498645,12568.6888863453,4692.47126767671,5184.96652942359,17611.4539674283,14360.737107168,3.51178306605023,4.22124000279694e-120,1.18427616078469e-117,1.69454294098765,2.05052982816539e-28,1.00861570065489e-26
"LOC4339526",14575.307118963,16642.5575722675,15751.2843549472,66421.3165766604,80714.5329397475,73664.7485672392,8570.66643847169,7467.99381369476,6541.82294923935,5246.55558358607,2.23297304314451,6.15258546365125e-120,1.70650347723636e-117,-0.44453699833676,0.00683658978571848,0.0227473661637053
"LOC4326268",184.810468234308,185.118961000141,179.543028409803,3039.48747795504,2663.22372873838,4494.31518354005,13.5229719529588,32.6297122233316,35.5346962373261,35.6619735411255,4.21425675858986,2.14726692186693e-116,5.75939461856353e-114,0.63010289642181,0.366436663421065,0.53446400662736
"LOC4342237",12.948504143805,9.67942279739297,22.1237854912554,886.156368216712,1070.83957465668,1092.11546927032,1.93185313613698,2.10514272408591,669.427825890272,512.85314330571,6.02484595899437,3.07347701736307e-116,8.15406815649976e-114,8.19514528655171,1.25875191507984e-26,5.59716626559403e-25
"LOC4324958",171.861964090503,177.859393902096,170.182965317349,1399.95387161272,1230.81255989503,1212.76822587542,91.7630239665063,59.9965676364484,74.5082340460063,85.7585554203257,2.88739266625187,1.21867843836449e-114,3.13110561301059e-112,0.078887580446397,0.851881801289136,0.912811701841156
"LOC4325031",1285.43332045773,1136.122250844,1226.1682651115,5139.8993691788,5653.73912625522,4950.92346069212,266.595732786903,314.718837250843,270.522203613192,154.535218678211,2.10973658841973,2.00447510903661e-114,5.09637796472558e-112,-0.456310306231358,0.177306013610779,0.316096912886573
