"","MH63_germfree2","MH63_germfree3","MH63_microbiota1","MH63_microbiota3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC4331321",0.64441,0.714247,1.687516,1.827914,28.6375517266206,1.47918967214664,0.617658691692444,2.39483341211231,0.0166279180755874,0.0483036108011113
"LOC4342108",0.154095,0.085849,0.456055,1.112736,11.5752177275891,2.75776559927212,1.15156102526507,2.39480630098378,0.0166291475316739,0.0483036108011113
"LOC4346436",0.199896,0.111566,0.681376,0.753297,13.3402429875204,2.30461106025349,0.962612075962555,2.39412232383332,0.0166601914704001,0.0483811438037364
"LOC4329018",0.82389,1.458405,1.316154,8.116843,46.7259394187082,2.1430305576685,0.896830020563776,2.38956157636351,0.0168684958950274,0.0489030211545369
"LOC107279369",0.294439,0.286795,0.700323,0.81902,27.2515556527606,1.52294211863159,0.638126023291099,2.3865851932775,0.0170056667479469,0.0492493146811389
"LOC4347593",889.983299,742.662641,10.623048,11.024298,12031.1930317032,-6.14917186895168,0.159127533647489,-38.6430413895171,0,0
"LOC4326014",538.905409,517.426638,7.864313,5.972136,11592.3764728095,-6.17653401846322,0.158296264662588,-39.0188235434908,0,0
"LOC4332123",1798.456667,1854.640335,15.168795,19.145098,8078.63752331247,-6.62936318250155,0.159470644499568,-41.571056562197,0,0
"LOC4332166",896.545857,988.089301,8.067109,8.245745,5564.69527721784,-6.76643036014623,0.159920140843663,-42.3113081594959,0,0
"LOC4335515",1390.165656,1831.058731,26.978671,26.698417,15261.5596375943,-5.81801036955178,0.168633117735598,-34.5009951050891,7.7505187522231e-261,1.91463648242418e-257
"LOC4349190",992.318139,1056.796975,63.535854,67.408,15909.5524326505,-3.87832335719369,0.115689888292913,-33.523442838619,2.19547586070223e-246,4.43745589190843e-243
"LOC4332455",364.04876,410.95294,12.909421,13.995814,2937.97993609919,-4.75306932492994,0.152777673334778,-31.111020486054,1.70891367897201e-212,2.71387698747033e-209
"LOC4349970",868.469632,954.002286,27.832423,34.657394,11024.2967509304,-4.77221055549164,0.160296963746713,-29.7710601869681,9.25929179135675e-195,1.21095196704256e-191
"LOC4332456",257.031292,248.794131,3.131185,2.82374,1587.69409932309,-6.3257175208552,0.213714966270272,-29.5988513638088,1.54600119763803e-192,1.90956914594924e-189
"LOC9270637",484.319711,560.651816,2.859772,5.230055,3874.34310379783,-6.88153245163555,0.24333100473665,-28.2805409819567,5.99703681184864e-176,6.34914854465861e-173
"LOC4349246",417.688734,367.351612,24.710664,24.258363,5698.12194632785,-3.91643278690117,0.138566561438691,-28.2639097502179,9.60279502946081e-176,9.70449735863646e-173
"LOC107277228",315.877633,386.597109,10.451679,8.67966,2429.89747285573,-5.11624681704429,0.184320131943732,-27.7573955871849,1.41876736234755e-169,1.37145455509013e-166
"LOC4331658",136.801285,132.034307,14.921759,14.1534,6136.69017853187,-3.12193917010805,0.114478085637995,-27.271063738612,9.35151964221967e-164,8.66301400856125e-161
"LOC4343026",217.644542,179.929502,4.333804,4.698076,1978.0230916248,-5.36530074980698,0.198560033171613,-27.021050833376,8.36313518793129e-161,7.43750338533106e-158
"LOC4334347",792.242795,910.3534,83.02374,80.222683,7932.02564193587,-3.29364903571108,0.126085553777157,-26.1223346929361,2.03304947734849e-150,1.6741032974033e-147
"LOC4341630",42.202819,50.226196,0.303573,0.51664,1587.46480305285,-6.67320163123926,0.258296046893962,-25.8354772033302,3.5432164020155e-147,2.62587767553368e-144
"LOC4341152",1554.673545,1430.733426,113.077231,126.008873,5248.90677124293,-3.55197342914218,0.140855175479071,-25.2172021160129,2.59448381061835e-140,1.80259870504618e-137
"LOC4334129",101.850666,86.965595,5.3063,5.084626,2252.64261785328,-4.09557627994167,0.164699953845832,-24.8668939141013,1.69795872871732e-136,1.07859189758778e-133
"LOC4323880",163.742671,165.995758,21.228728,19.821284,3478.08175371231,-2.91891802063731,0.118437080115086,-24.6453054887962,4.13233941625127e-134,2.55206395115318e-131
"LOC9271283",585.65167,569.216234,29.63748,32.282408,1170.38306521043,-4.12722044825503,0.169807413917031,-24.3053018301758,1.72295705774668e-130,9.82218058073893e-128
"LOC112937351",1469.527018,1299.0549,110.837763,110.302476,2823.06644460367,-3.55829181995418,0.146482371790125,-24.291604351221,2.40471503672568e-130,1.33660073528805e-127
"LOC4326000",93.828292,90.006432,5.171006,5.786442,1405.25284387703,-3.9741352655562,0.163640788771676,-24.285725431825,2.7744811087222e-130,1.50451313390782e-127
"LOC4346446",267.094967,207.7324,7.35491,6.87754,1899.9280022736,-4.97886321222842,0.205953833156663,-24.1746566981404,4.11098931853352e-129,2.17618155997514e-126
