UniqueCount	AmbigCount
127	2373
394	14
1024	6
11	1073
106	446
901	10
889	8
60	681
6	681
526	4
2	13
0	13
8	449
391	893
76	891
389	432
86	766
4	765
578	3
234	0
469	1
332	0
4905	18
563	2
1819	10
454	878
43	879
1187	6
26	329
16	323
41	308
7	312
38	114
750	6
1593	5
1572	17
1849	20
524	2
97	496
52	0
149	2
3658	28
14	5828
280	108
382	1
1700	10
648	3
662	4
27	155
28	131
1	132
2	107
9	407
19	407
0	0
1680	7
145	988
19	988
756	3
768	0
4	5721
3871	29
10002	28
11	1
311	129
9	5683
6	282
110	0
779	12
252	1
12	346
0	925
935	4
1235	5
591	2
3	58
531	2
2062	4
1210	15
684	1
360	1
11042	83
1717	4
4	103
846	1
530	4
1599	6
58	0
21	103
1623	16
1244	3
6394	26
0	16
355	1101
31	1171
646	8
978	5
0	0
0	0
0	0
0	0
58	0
0	1267
387	1
93	668
4	668
804	8
103	0
652	3
2	817
7	790
66	1258
3	810
0	792
0	463
311	1236
7	238
13	236
1746	3
4988	29
19	1096
2111	5
3	2
0	2
0	2
688	2
3022	11
1	10
0	10
49	530
0	124
0	156
1	0
2047	12
3	100
1	100
0	530
1	90
449	2
613	3
239	2
405	2
236	1
0	64
0	55
1	63
35	895
224	3
260	0
43	508
49	0
696	3
246	1
7	895
45	0
26	0
4	169
0	169
0	158
12	521
84	521
1	222
1	220
0	221
247	804
433	8
84	552
7	552
0	0
101	0
37	0
9	803
460	228
14	227
110	12
742	17
958	1
258	0
450	3
37	0
1385	9
2606	13
1832	16
756	4
147	0
3495	60
840	4
1691	8
156	5
1948	5
768	1
8	449
69	449
2	0
95	2
8107	50
0	0
0	1
0	1
13782	41
103	2
0	29
3	29
0	1176
0	0
0	0
2	3
0	3
1262	21
289	4
731	1451
491	4
71	0
2	172
156	0
28	0
17	0
162	1
4	244
0	13763
0	244
1066	12
1305	7
20	0
109	1
74	11366
422	1
495	0
0	14
12	21218
0	14
0	13
464	1
68	803
7	803
52	244
15	244
133	17331
225	4
184	2
134	17337
0	183
1	170
6681	54
322	3
21	0
3	157
0	157
379	2
0	0
0	0
1964	14
0	0
0	0
0	0
71	1689
124	0
2	132
0	132
37	0
5	37
1	0
0	0
4	0
4	13
227	1
932	5
116	3
1356	230
19	458
0	458
13227	56
117	0
58	1
7	223
503	3
48	0
1	0
416	2
0	258
682	1
711	1407
1501	6
164	0
69	0
261	2
0	4
0	4
300	1
7	63
7	63
40	80
62	0
0	3
0	3
0	3
72	0
0	133
0	124
1	124
0	80
5	128
4	0
343	0
150	0
152	3
13	192
41	192
156	0
52	0
351	184
16	0
310	1
288	0
68	2
0	541
4	407
0	541
869	4
0	11
50	1
334	1
328	1
56	0
3	69
1	69
123	0
59	221
64	1
50	1098
0	1099
6	896
722	4
1	0
847	0
28	0
10	1
48	1
169	0
5	6
626	7
35	0
5	0
1	0
0	18
88	1
159	3
1	0
0	0
30	0
19	0
640	2
0	0
0	0
0	1
0	1
0	1
358	1
40	0
415	3
39	0
244	5
0	1
0	1
157	0
226	0
129	0
658	1
9752	57
324	2
0	9
33	0
5	14
4	14
3	0
218	2426
0	2
0	2
40	0
2287	9
6	0
307	13
8	1
0	121
0	106
2299	6
208	0
27	0
0	0
0	0
4	0
141	0
125	0
138	0
1340	15
5	0
309	12088
13	0
23	0
257	1
4	0
17	12082
1	31
0	31
0	2
0	2
1353	12
41	12082
114	1
3	0
19	25
6	12082
2	0
0	0
10	12086
3	0
0	0
300	3002
0	0
29	3002
0	0
1	0
112	0
458	34
5	0
0	0
3	0
908	2722
0	0
0	0
0	0
0	0
6	206
0	0
0	0
0	0
70	1203
10	0
2	144
21	144
97	3
24755	20842
0	35084
1854	34130
0	695
0	695
70	0
0	120
0	120
158	0
0	6764
1	0
0	0
0	0
0	0
5	6598
9	1
47	0
3	0
3	0
2	0
0	0
2	0
65	0
0	0
0	0
6	0
0	0
0	0
0	0
2	0
1	44
29	0
12	0
30	0
0	0
0	0
0	0
10	0
23	1202
1259	10
2	0
4	0
0	0
2	0
11047	57
0	0
0	0
0	0
1	0
0	0
1236	13
0	0
0	0
86	206
0	166
0	0
31	0
0	0
3	0
0	0
0	0
20	7
1	0
39	0
0	0
0	0
450	1
32	394
0	0
10	0
0	0
144	2
0	5
380	604
22	0
126	0
0	0
1	0
38	10
1	0
248	0
0	0
0	0
0	2
1	0
4776	25
159	0
33	1
0	82
0	0
1576	6
113	1
2	0
72	6
24	7
63	2373
38	306
0	0
39	1
0	0
0	0
2	0
87	0
2021	9
0	0
0	0
0	12
6	0
4329	20
33	0
0	0
0	0
105	1
656	3
