"","o1_xgl_root_1","o1_xgl_root_2","o1_xgl_root_3","o1_xgl_soil_1","o1_xgl_soil_2","o1_xgl_soil_3","o2_xgl_root_1","o2_xgl_root_2","o2_xgl_root_3","o2_xgl_soil_1","o2_xgl_soil_2","o2_xgl_soil_3","s1_xgl_root_1","s1_xgl_root_2","s1_xgl_root_3","s1_xgl_soil_1","s1_xgl_soil_2","s1_xgl_soil_3","s2_xgl_root_1","s2_xgl_root_2","s2_xgl_root_3","s2_xgl_soil_1","s2_xgl_soil_2","s2_xgl_soil_3","XF1_1","XF1_2","XF1_3","XF2_1","XF2_2","XF2_3"
"ASV_933",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,37,12,0,0,0,12,9,100,0,0,0,0,0,0
"ASV_934",0,0,0,0,0,17,0,0,0,125,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_935",0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,8,14,40,0,0,0,0,0,0
"ASV_936",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,13,8,0,0,0,6,4,141,0,0,0,0,0,0
"ASV_937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0
"ASV_938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,0,32,51,43
"ASV_939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,5,28,38,57
"ASV_940",0,0,0,0,0,15,0,0,0,0,0,0,17,19,14,0,0,0,16,39,37,0,0,0,19,0,0,8,0,12
"ASV_941",0,0,0,0,0,0,0,65,80,27,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,33,9,27,28,33
"ASV_943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,37,56,80
"ASV_944",0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,37,37,32,23,11,0,18,4,0,0,0,0,0,0
"ASV_946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,49,20,28,28,0
"ASV_947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,55,56,48
"ASV_948",0,0,0,0,0,0,0,0,0,45,67,25,0,0,0,3,0,0,7,0,0,0,0,47,0,0,0,0,0,0
"ASV_949",0,0,0,0,0,0,0,0,0,12,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_950",0,0,0,0,0,0,0,0,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14,0,34,27,36
"ASV_951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,14,0,33,38,63
"ASV_952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,60,41,55
"ASV_953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,61,69
"ASV_954",0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,41,16,5,0,25,32,40
"ASV_955",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,13,16,0,5,9,13
"ASV_956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16,0,38,26,68
"ASV_957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,16,42,34,58
"ASV_958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,38,58,65
"ASV_959",0,0,0,0,0,27,0,0,0,36,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_960",0,0,0,0,0,26,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,0,56,29,46
"ASV_961",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,52,58,72
"ASV_962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,70,22,8,0,19
"ASV_963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,43,23,0,0,60
"ASV_964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,0,53,32,51
"ASV_965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,0,25,31,71
"ASV_966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,33,56,72
"ASV_967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,28,39,91
"ASV_968",0,0,101,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_969",0,0,42,0,32,0,0,0,0,0,0,0,0,11,0,16,29,19,3,0,0,31,6,0,0,0,0,0,0,0
"ASV_970",0,0,0,0,34,56,0,0,0,57,28,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"ASV_971",0,0,0,0,0,0,0,10,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,23,156,0,0,0,0,0,0
"ASV_973",0,0,0,0,0,0,0,131,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,79
"ASV_975",0,17,0,15,18,29,0,6,9,17,26,19,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"ASV_976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,53,34,32,0,0
"ASV_977",0,13,0,0,0,0,80,0,0,54,0,0,0,0,0,0,0,0,28,0,0,0,11,0,0,0,0,0,0,0
"ASV_978",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,26,68,0,0,0,0,0,34,0,0,0,0,0,0
"ASV_979",0,0,0,0,0,0,0,23,41,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0
"ASV_980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,41,29,0,7,9
"ASV_981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,43,0,27,24,18
"ASV_982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,0,32,37,37
"ASV_983",0,0,0,35,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_984",0,0,0,12,16,27,0,0,0,69,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,19,76,20,7,0,0,15,15
"ASV_986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,54,48,66
"ASV_987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,48,45,80
"ASV_988",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,46,39,0,0,0,0,0,69,0,0,0,0,0,0
"ASV_989",0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,19,0,7,0,0,0,0,0,20,19,0,0,26,28,56
"ASV_990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,75,0,19,0,0
"ASV_991",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,88,0,0,0,0,0,0
"ASV_992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,156,0,0,0,0,0,13
"ASV_993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0
"ASV_994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,32,13,0,34,23
"ASV_995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,0,34,48,42
"ASV_996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,39,53,50
"ASV_997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,0,36,53,48
"ASV_998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,7,50,55,51
"ASV_999",0,0,0,0,0,0,0,0,0,110,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1000",0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,29,16,9,0,0,6,8,0,70,8,0,0,4,15,6
"ASV_1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,12,0,5,18,0,0,18,24,15,9,20,0,48
"ASV_1002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0
"ASV_1003",0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,27,0
"ASV_1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,39,0,18,35,31
"ASV_1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,14,28,31,52
"ASV_1007",0,0,78,0,0,0,0,0,0,0,0,0,17,9,12,0,0,0,12,16,35,0,0,0,0,0,0,0,0,0
"ASV_1008",0,0,16,0,12,0,0,0,0,0,0,0,18,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1009",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,37,33,81,19,0,0,0,0,0,0,0,0
"ASV_1010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,17,12,31,35,26
"ASV_1011",0,0,0,19,11,33,0,13,0,22,53,0,0,0,0,16,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"ASV_1012",0,0,0,4,25,19,0,0,0,29,45,0,0,0,0,12,3,4,0,0,0,6,0,31,0,0,0,0,0,0
"ASV_1013",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,31,46,61
"ASV_1014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,24,0,115,27,0,0,0,0,0
"ASV_1015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,34,54,47
"ASV_1016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,40,48,59
"ASV_1017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,64
"ASV_1018",0,0,0,0,10,0,0,0,0,57,0,5,0,0,0,2,0,3,0,0,0,0,6,29,17,0,0,12,17,18
"ASV_1019",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,37,54,27,0,0,0,0,41,0,0,0,0,0,0,0
"ASV_1020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,42,50,72
"ASV_1021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,51,64
"ASV_1022",0,0,0,19,12,29,0,0,0,49,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1023",0,0,0,0,0,0,0,0,0,62,97,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,62,0,0,0,46
"ASV_1025",0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,16,12,16,30,33
"ASV_1026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,24,0,0,0,0,0,22,36,0,19,0,29,0
"ASV_1027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0
"ASV_1028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,31,10,19,20,26
"ASV_1029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,22,8,24,33,29
"ASV_1030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,46,46
"ASV_1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,57,85
"ASV_1032",0,0,0,24,45,0,0,0,0,81,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1033",0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0
"ASV_1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,30,42,53
"ASV_1035",9,0,0,0,0,24,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,27,0,0,0,24,31,43
"ASV_1036",0,18,0,28,15,0,0,0,0,0,0,0,0,10,0,9,23,11,0,5,11,0,6,36,0,0,0,0,0,0
"ASV_1037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,156,0,0,0,0,0,0
"ASV_1038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,47,12,11,12,23
"ASV_1039",12,0,122,0,7,0,0,8,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1040",0,0,20,0,29,11,22,0,0,45,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1041",0,0,0,0,0,0,0,0,0,63,100,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV_1042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,67,64
"ASV_1043",0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,50,61
"ASV_1044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,31,9,10,28,38
"ASV_1045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,34,67,36
"ASV_1046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0
"ASV_1047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,30,52,42
"ASV_1048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,3,27,56,42
"ASV_1049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,19,51,63
"ASV_1050",0,0,0,0,0,0,0,0,0,11,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,58,14,60
"ASV_1052",38,18,53,0,0,0,0,0,0,0,0,0,19,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1053",0,0,21,0,0,0,0,0,0,0,0,0,31,20,22,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
"ASV_1054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,23,20,0,45,24,44
"ASV_1055",0,0,0,12,7,30,0,0,0,0,0,18,0,0,0,36,19,0,0,0,0,0,0,44,0,0,0,0,0,0
"ASV_1056",0,0,0,9,41,41,0,0,0,33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0
"ASV_1058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,36,37,0,0,0
"ASV_1059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,45,0,12,21,24
"ASV_1060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,47,51,61
"ASV_1061",0,0,0,33,0,24,0,0,0,30,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1062",0,0,0,0,0,0,11,6,0,37,0,0,15,0,0,5,13,0,0,37,0,40,0,0,0,0,0,0,0,0
"ASV_1063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,29,20,18,0,20,25,27
"ASV_1064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0
"ASV_1065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0
"ASV_1066",20,0,0,0,0,20,0,0,30,18,0,51,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0
"ASV_1067",0,0,0,0,13,0,0,0,0,49,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,47,14,11,0,15
"ASV_1069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,21,0,25,15,43
"ASV_1070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,13,17,35,34
"ASV_1071",0,9,138,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,16,0,120,0,0,0,0,0,0
"ASV_1073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,80,0
"ASV_1074",0,0,19,0,8,0,8,26,0,20,0,0,13,0,22,0,0,0,0,18,0,0,0,27,0,0,0,0,0,0
"ASV_1075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,8,19,50,27
"ASV_1076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,0,52,31,29
"ASV_1077",0,0,0,0,0,0,0,0,0,83,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,13,0,0,0,0,0,0,0
"ASV_1079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,21,0,28,43,21
"ASV_1080",52,0,54,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1081",0,0,0,30,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0
"ASV_1082",0,0,0,0,0,35,0,0,0,0,0,0,17,0,29,0,0,23,0,0,0,0,0,55,0,0,0,0,0,0
"ASV_1083",0,0,0,0,0,0,0,23,10,79,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1084",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,0,0,0,0,0,59,0,59,0,0,0,0,0,0
"ASV_1085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,98,0,0,0,20,0,17
"ASV_1086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,131,0,23,0,0,0,0,0,0
"ASV_1087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,31,11,25,27,27
"ASV_1088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,0,28,26,26
"ASV_1089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,53,58
"ASV_1090",0,0,0,0,16,0,0,0,0,18,72,33,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0
"ASV_1091",0,0,19,0,15,14,0,27,0,22,0,0,0,0,0,0,0,22,0,0,0,17,0,21,0,0,0,0,0,0
"ASV_1092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,42,0,16,0,21
"ASV_1093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,8,0,0,0,35,52,38
"ASV_1094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,11,23,25,32
"ASV_1095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,43,34,71
"ASV_1096",0,0,0,21,60,25,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
"ASV_1097",0,0,0,0,30,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"ASV_1098",0,0,0,0,0,38,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,13,0,35,0,0,0,0,0,0
"ASV_1099",0,0,0,0,0,14,0,0,0,43,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,23,25,12,2,34,22,28
"ASV_1101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,77,53,0,0,0,0,0,0
"ASV_1102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,18,0,0,0,0,0
"ASV_1103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,36,9,12,16,17
"ASV_1104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,25,16,12,12,14
"ASV_1105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,42,9,15,11,33
"ASV_1106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,40,34,48
"ASV_1107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,9,40,29,30
"ASV_1108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,40,51,50
"ASV_1109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,50,39
"ASV_1110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,41,0,23,0,30
"ASV_1111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,8,35,0,43
"ASV_1112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,0,32,31,57
"ASV_1113",0,0,33,0,44,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"ASV_1114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,39,11,0,0,0,92,0,0,0,0,0,0
"ASV_1115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,61,20,37
"ASV_1116",0,0,0,0,0,59,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"ASV_1117",0,0,0,0,0,0,0,78,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1118",0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0
"ASV_1120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,44,25,0,0,0
"ASV_1121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,0,25,24,28
"ASV_1122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,58
"ASV_1123",0,0,0,0,0,41,0,0,0,0,76,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1124",0,0,0,0,0,0,57,67,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,17,0,34,28,29
"ASV_1126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,45,42,52
"ASV_1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,50
"ASV_1128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,130,0,0,0,0,0,0,0,0
"ASV_1129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,43,22,0,0,0
"ASV_1130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,0,19,27,40
"ASV_1131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,0,33,28,40
"ASV_1132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,23,54,37
"ASV_1133",22,0,0,0,0,19,0,0,0,0,0,0,8,24,0,13,7,0,0,16,12,0,10,18,0,0,0,0,0,0
"ASV_1134",0,43,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,24,19,0,15,14,14,0,0,0,0,0,0
