UniqueCount	AmbigCount
78	2352
285	9
804	0
11	1417
192	468
319	1
784	0
33	817
1	817
357	1
0	7
0	7
1	470
439	840
174	840
382	587
98	959
6	959
591	0
382	1
360	0
2794	4
4599	2
464	0
1551	1
343	770
13	770
1149	1
66	605
19	599
70	567
5	567
110	234
571	0
1587	4
512	0
1341	4
394	1
74	715
71	0
33	0
3153	5
35	10284
320	164
234	0
1184	1
1394	3
684	0
18	144
24	129
0	116
2	81
1	303
13	303
1	0
2496	6
1	42
3	42
230	0
885	0
0	10082
4622	4
5730	1
36	0
347	212
17	10032
15	276
622	1
733	0
209	0
52	300
0	980
885	3
50	0
229	0
4	34
290	0
3635	4
1444	4
842	1
443	0
13356	26
149	0
5	183
1113	1
579	0
1192	4
21	0
10	183
1472	7
331	0
4661	3
0	22
167	578
16	655
503	0
888	1
0	0
0	0
0	0
0	0
46	0
1	1644
667	0
106	474
3	474
783	1
111	1
436	0
3	424
6	390
114	1620
2	416
0	390
2	288
250	1070
1	142
10	142
1357	1
5809	4
24	1368
1956	3
1	2
0	2
0	2
609	0
2059	3
1	12
0	12
118	752
0	63
0	75
2	0
276	0
0	189
0	189
8	752
2	181
217	0
615	0
355	2
282	0
258	0
0	86
6	60
0	87
40	721
214	0
290	0
14	50
37	0
863	2
479	0
5	721
6	0
32	0
13	228
0	228
0	204
1	230
51	230
2	137
0	134
0	137
124	880
162	0
47	338
4	338
0	0
88	0
0	0
9	880
490	255
4	254
102	15
631	6
515	2
209	0
288	0
24	0
1130	1
2774	1
1033	3
575	2
89	0
362	8
969	1
3649	1
45	11
1679	0
1236	0
10	432
75	432
0	0
54	0
1526	1
0	3
0	1
0	1
10870	6
130	1
1	22
2	22
0	821
0	0
0	0
2	2
0	2
1841	14
406	5
202	272
378	1
145	0
6	148
24	0
2	1
1	0
262	0
6	278
0	24434
4	278
569	0
1938	3
0	0
82	0
60	21876
132	0
115	1
0	15
11	34236
0	15
0	14
1518	3
68	527
5	527
20	228
8	228
88	29225
262	1
184	0
77	29247
0	143
2	133
2237	1
253	1
18	0
7	154
0	154
333	0
0	0
0	0
2198	0
0	0
0	0
0	0
54	1251
117	1
2	43
0	43
68	0
3	41
0	0
0	0
0	0
7	13
129	0
175	1
81	0
103	20
23	489
1	489
13305	10
102	1
108	0
11	105
461	0
21	0
2	0
454	0
1	253
489	0
408	844
612	0
51	0
41	0
265	0
0	0
0	0
155	0
0	15
0	15
29	143
434	1
0	3
0	3
0	3
54	0
0	104
0	87
0	90
5	143
4	88
0	0
218	0
188	1
51	0
4	103
22	103
78	0
31	0
179	155
0	0
60	0
326	3
78	0
0	285
1	206
0	284
1779	2
4	68
44	0
277	0
276	0
68	0
2	61
3	61
70	0
15	40
45	0
49	758
7	761
2	657
1097	3
2	0
619	1
39	0
17	6
48	6
167	0
6	16
918	6
31	0
14	0
0	0
0	0
49	0
119	1
0	0
0	0
4	0
0	0
219	0
0	0
0	0
0	0
0	0
0	0
308	0
20	0
282	0
0	0
228	0
0	0
0	0
37	0
345	0
463	0
194	1
7410	6
165	0
1	5
78	1
7	34
6	34
24	0
276	2492
0	0
0	0
20	0
1797	4
0	0
480	23
2	0
0	110
2	94
1468	2
71	0
46	0
0	0
0	0
48	0
144	0
85	0
305	0
2962	1
9	7
313	14795
0	0
27	0
518	0
0	0
2	14781
0	17
0	17
0	54
0	54
504	4
21	14785
93	0
1	0
23	19
1	14782
1	0
0	0
33	14794
2	0
0	0
385	4024
144	0
37	4024
1	0
366	0
13	0
778	27
0	0
0	0
0	0
574	6434
0	0
0	0
0	0
0	0
7	363
0	0
5	0
0	0
13	180
13	0
0	14
7	14
85	5
38058	32904
0	51713
2977	50271
0	866
0	866
105	0
0	12
0	12
91	0
0	6054
578	10
5	0
490	11
0	0
4	5889
5	0
18	0
1	0
4	0
2	0
0	0
0	0
18	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	26
50	0
2	0
8	0
1	0
0	0
7	0
5	0
6	180
1372	3
1	0
5	0
0	0
1	0
12220	16
0	0
0	0
0	0
0	0
0	1
1258	0
0	0
0	0
113	363
0	89
0	0
3	0
0	0
2	0
0	0
0	0
14	8
3	0
57	0
0	0
4	0
348	0
36	478
0	0
1	0
0	0
0	0
0	2
672	1077
17	0
2	0
0	0
0	0
20	4
1	0
97	0
0	0
2	0
0	1
0	0
7269	6
185	0
41	0
0	127
0	0
2277	2
139	0
0	0
119	6
1	0
34	2352
55	425
0	0
45	0
1	0
1	0
0	0
221	0
2632	1
1	0
53	0
0	7
2	0
5314	4
2	0
0	0
0	0
45	0
466	0
378	1763
0	1748
13	1313
2	0
37	1620
4142	1
1	1620
3568	4
614	0
3	0
0	644
5	636
185	630
0	0
545	0
0	0
89	0
69	0
0	0
213	0
0	0
0	1
0	1
160	807
21	343
5	0
22075	13
12	0
265	1
80	0
100	807
79	0
50	0
1	75
125	0
0	0
135	0
3	3026
125	0
86	0
105	0
221	0
280	0
18	2644
152	0
70	0
58	0
2	75
127	0
0	985
20	0
0	0
127	0
104	1
181	0
35	0
1	0
179	0
16	0
0	0
0	0
0	0
1	19
140	0
16	0
6469	8
13	0
0	0
0	0
55	0
388626	412
1002	1
0	0
0	0
19	26
0	0
0	0
58	0
39	0
5	0
22	2
3	0
0	0
1	0
0	0
0	0
7	0
3	17
0	17
33	0
72	0
41	0
0	0
54	0
0	0
13	0
103	2
612	3
1	0
0	84
121	0
1150	1
25	0
26	0
13	0
3	0
96	0
25	0
0	0
194	0
13	0
52	0
389	0
13	0
82	0
7	0
52	0
2	0
27	0
0	421
5952	3
9	0
132	0
6	1
0	1
207	2155
39	0
93	0
11	1
4	1
0	34
235	0
0	10
0	0
3	0
56	0
0	0
1	5
235	1
4	0
1	5
0	0
7	0
0	0
5	0
0	0
0	0
12	460
2	0
8	0
9	0
0	0
42	0
40	0
5	0
0	0
0	0
0	0
0	0
69	0
12	118
42	0
17	336
0	1
0	0
250	0
5	0
0	0
0	0
0	0
3	0
20	0
2	0
0	0
65	0
0	3
1	0
40	0
0	0
0	0
0	0
0	0
0	0
4	0
15	0
0	0
7	0
0	0
0	0
0	18250
6	18150
14	17883
2873	2
0	0
9	0
1	0
0	0
0	0
3939	8550
15	2002
116	1721
15	1
0	0
7	0
160	2003
2	0
0	0
5	52
0	52
9081	8
3911	1
178	0
776	0
33	407
3261	3140
50	253
13	253
8	0
0	0
0	18841
66	18756
20	18599
3	18553
2	18537
2192	3135
0	18718
4	18664
6	18579
6	18416
8	18400
0	18374
0	18373
3	18404
0	18596
0	18309
16	16160
78	14178
11	18171
13	18147
0	5193
28	18500
0	18056
129	18339
181	14338
6	15514
2	14511
136	4571
0	17701
0	15997
0	16998
2	16049
0	15785
3	16781
1	5057
11	17312
2	16748
8	16536
4	18936
1663	82
66	11
0	12503
282	12503
383	0
6	926
862	1881
36	1880
4193	2
2402	1
1618	70
118	95
12	5903
231	5903
0	0
3383	7
64	0
398	0
48	2858
4793	4932
11816	13
280	63
3322	4
4	241
0	241
7461	0
57	2105
0	391
5	345
15	288
6	120
0	357
2	369
1668	4
1320	4
11	0
4150	7
32	120
0	130
11	126
0	128
45	0
17410	22
92	387
4713	2
3632	4
8	387
2	133
1911	0
179	1
24	2374
213	2375
6468	7
3992	6
189	931
5	930
1799	5
2595	1
1005	2
926	0
41	212
9	211
6321	6
3005	53
45	50
21	1656
281	17
17	6147
125	6147
542	2
0	0
2437	2
29	1172
1	1208
54	1208
28	346
6	346
3953	1356
6	196
4	858
2	854
1	850
0	846
38	659
0	659
0	104
8	1753
0	95
0	90
1	277
142	0
32	1753
1433	2
2688	2
42	704
1536	705
1910	1
930	30
32	25
7	1686
66	804
73	762
492	3
0	646
1	632
0	630
0	616
0	603
3	613
1	599
0	605
0	592
2	588
2332	3
295	0
0	3843
18	3431
8	3327
28	3375
1458	2509
13	2508
649	2959
16	2959
3	239
45	282
0	1951
203	0
0	967
16	984
76	977
24	1670
126	2801
23	2801
37	0
1463	3
617	0
564	0
6924	4
143	1527
113	2795
12	2795
9672	674
128	668
2122	3
100	4568
35	4568
47	4556
21	1620
1247	1
2	1422
51	2103
3	1988
16	1474
1	1359
89	1722
11	1329
19351	31
7014	7
2608	4697
6	4695
1	51
3	51
16	1651
9	4034
302	4034
367	417
133	413
8	416
9212	10
54	0
13	74
7	74
295	0
116	7568
8880	7
2076	1
30	118
95	416
10160	13
40	1305
0	1285
215	7568
96	1025
143	0
445	3
37	959
5	959
4159	2
36	510
0	4246
5026	1
400	0
1513	3
625	0
2441	4
50	1651
12	1651
2606	2
142	0
3408	6534
8516	2
240	6529
1056	2
428	0
6741	4
204	50
204	66
2020	4
12373	6
99	4334
58	4270
1383	1
2758	1
88	1709
66	1709
8	32
1	32
752	1
8	0
