UniqueCount	AmbigCount
127	2563
240	12
926	1
18	1644
200	466
501	4
1117	1
30	826
3	826
441	0
5	5
0	5
2	482
194	440
72	440
475	619
68	822
5	822
581	0
361	0
413	3
3816	15
4687	11
497	3
1599	3
361	778
20	778
1079	4
60	650
17	639
78	600
11	606
72	192
593	2
1331	6
689	4
1559	8
317	0
102	631
52	1
39	0
3001	28
28	7697
323	134
176	1
1337	5
883	6
529	2
10	177
27	149
2	148
1	111
1	282
14	282
0	0
1854	8
59	246
5	246
266	0
927	0
1	7577
5509	22
8850	22
16	0
444	245
11	7550
14	292
621	3
930	1
296	4
57	415
0	1022
951	0
64	0
306	1
1	31
306	0
2554	5
1609	5
934	1
610	2
20531	102
136	1
5	114
848	1
625	0
731	2
31	3
8	114
1412	10
264	1
6609	21
0	46
284	921
19	996
672	5
918	2
0	0
0	0
0	0
0	0
49	0
0	1848
995	3
108	546
0	546
728	6
121	0
310	3
1	373
3	348
125	1822
0	369
1	348
3	266
279	992
6	148
16	148
1147	0
7507	24
20	1591
2390	13
5	2
0	2
0	1
732	6
2419	2
6	13
0	13
126	727
0	400
0	473
0	0
221	0
1	165
0	165
0	726
2	157
242	1
608	3
335	1
399	0
388	3
1	80
1	57
4	79
67	956
247	1
286	2
10	101
38	0
665	2
1127	0
11	956
23	0
47	0
6	202
1	202
0	183
3	298
58	298
0	153
1	153
0	153
170	978
177	1
49	379
9	379
0	0
94	0
1	0
12	978
474	222
3	220
114	7
718	9
596	3
224	4
158	1
19	0
1409	2
2681	13
1320	13
658	6
85	1
439	12
1166	2
3648	8
67	5
1749	10
960	2
11	550
87	550
1	0
44	0
8187	27
0	0
0	1
0	1
11630	42
143	0
2	25
0	25
0	997
1	0
0	0
1	2
0	2
1794	17
497	10
400	636
398	1
153	1
4	132
31	0
5	1
2	0
384	2
4	338
0	18225
0	338
686	2
2454	3
0	0
44	0
42	15954
174	0
137	0
0	1
7	25016
0	1
0	1
979	3
49	550
8	550
34	198
9	197
73	21521
471	2
214	3
45	21535
0	247
1	222
1388	3
545	0
30	0
9	156
0	156
347	1
0	0
0	0
1994	4
0	0
0	0
0	0
99	1743
149	0
1	125
0	125
56	0
3	39
0	0
0	0
1	0
10	12
90	1
72	1
74	2
236	45
21	510
0	510
15550	33
101	0
135	0
6	114
504	2
26	0
7	0
101	3
0	243
491	0
852	1272
1062	1
82	1
39	0
331	1
0	1
0	1
173	2
4	26
0	26
27	149
18	0
0	4
0	4
0	4
93	2
0	151
0	129
0	129
3	149
4	133
0	0
371	3
118	0
19	0
6	144
26	144
45	0
19	0
199	144
0	0
191	1
302	1
113	0
0	155
0	124
0	155
2977	13
1	30
55	1
217	1
243	0
80	0
3	57
5	57
91	1
11	66
89	1
43	1061
10	1062
8	814
1549	11
0	0
835	1
33	1
10	1
48	1
170	1
7	4
738	6
25	1
11	0
0	0
0	1
91	1
216	1
0	0
0	0
7	0
0	0
483	1
0	0
0	0
0	1
0	1
0	1
394	0
17	0
247	3
0	0
228	1
0	0
0	0
63	0
441	3
671	1
385	3
7196	25
236	0
1	3
84	0
4	47
9	47
8	0
305	2823
0	1
0	1
33	0
1772	5
